Order Date,Order Number,Product Name,Option Name,SKU,Status,Quantity,Wholesale Price,Retail Price,Ship Date,Scheduled Order Date
"January 23, 2024",SCAE7YHMN2,Margie Leather Tote - Select Colors on Sale Now!,Black,2623BLK,New,1,$65,$175,No ship date,No scheduled order date
"January 23, 2024",SCAE7YHMN2,Margie Leather Tote - Select Colors on Sale Now!,Paprika,2623PAP,New,1,$49,$175,No ship date,No scheduled order date
"January 23, 2024",SCAE7YHMN2,Harbor Leather Crossbody,Cognac,3105COG,New,1,$65,$175,No ship date,No scheduled order date
"January 23, 2024",SCAE7YHMN2,Pippa Leather Crossbody,Cognac,3555COG,New,1,$65,$175,No ship date,No scheduled order date
"January 23, 2024",8JM4DZ6DQH,Leon Leather Tote,Cognac,3198COG,Processing,1,$79,$205,"January 26, 2024",No scheduled order date
"January 23, 2024",8JM4DZ6DQH,Pippa Leather Crossbody,Cognac,3555COG,Processing,1,$65,$175,"January 26, 2024",No scheduled order date
"January 23, 2024",8JM4DZ6DQH,Pippa Leather Crossbody,Denim,3555DNM,Processing,1,$65,$175,"January 26, 2024",No scheduled order date
"January 23, 2024",8JM4DZ6DQH,Pippa Leather Crossbody,Sky Blue,3555SBLU,Processing,1,$65,$175,"January 26, 2024",No scheduled order date
"January 23, 2024",8JM4DZ6DQH,Mick Leather Crossbody,Cognac,5127COG,Processing,1,$59,$160,"January 26, 2024",No scheduled order date
"January 23, 2024",8JM4DZ6DQH,Mick Leather Crossbody,Denim,5127DNM,Processing,1,$59,$160,"January 26, 2024",No scheduled order date
"January 23, 2024",8JM4DZ6DQH,Bianca Leather Tote/Crossbody,Cognac,5128COG,Processing,1,$89,$230,"January 26, 2024",No scheduled order date
"January 22, 2024",9GPS98TESR,Archer Wide Leather Embroidered Shoulder Strap,Cognac,0008COG,Processing,2,$29,$79,"January 25, 2024",No scheduled order date
"January 22, 2024",9GPS98TESR,Bowie Wide Leather Embroidered Shoulder Strap,Oat,0009OAT,Processing,2,$29,$79,"January 25, 2024",No scheduled order date
"January 22, 2024",9GPS98TESR,Marge Leather Crossbody,Black,2900BLK,Processing,1,$47,$132.50,"January 25, 2024",No scheduled order date
"January 22, 2024",9GPS98TESR,Eloise Leather Wallet,Cobra,4655COB,Processing,2,$22,$62.50,"January 25, 2024",No scheduled order date
"January 22, 2024",9GPS98TESR,Noah Leather Crossbody,default,6111PYT,Processing,1,$49,$132.50,"January 25, 2024",No scheduled order date
"January 22, 2024",9GPS98TESR,Gemma Leather Tote,Berry,7626BRY,Processing,1,$79,$205,"January 25, 2024",No scheduled order date
"January 22, 2024",9GPS98TESR,Gemma Leather Tote,Sunflower,7626SUNF,Processing,1,$79,$205,"January 25, 2024",No scheduled order date
"January 22, 2024",9GPS98TESR,Gemma Leather Tote,Turquoise,7626TRQ,Processing,1,$79,$205,"January 25, 2024",No scheduled order date
"January 22, 2024",9GPS98TESR,Gio Leather Wallet,Berry,7655BRY,Processing,1,$29,$82.50,"January 25, 2024",No scheduled order date
"January 22, 2024",9GPS98TESR,Gio Leather Wallet,Sunflower,7655SUNF,Processing,1,$29,$82.50,"January 25, 2024",No scheduled order date
"January 22, 2024",9GPS98TESR,Gio Leather Wallet,Turquoise,7655TRQ,Processing,1,$29,$82.50,"January 25, 2024",No scheduled order date
"January 21, 2024",PW77JHJ6TM,Margie Leather Tote - Select Colors on Sale Now!,Atlantic,2623ATL,Processing,1,$49,$175,"January 24, 2024",No scheduled order date
"January 21, 2024",PW77JHJ6TM,Margie Leather Tote - Select Colors on Sale Now!,Tan,2623TAN,Processing,2,$65,$175,"January 24, 2024",No scheduled order date
"January 21, 2024",PW77JHJ6TM,Harbor Leather Crossbody,Black,3105BLK,Processing,2,$65,$175,"January 24, 2024",No scheduled order date
"January 21, 2024",PW77JHJ6TM,Harbor Leather Crossbody,Grass,3105GRS,Processing,1,$65,$175,"January 24, 2024",No scheduled order date
"January 21, 2024",PW77JHJ6TM,Andi Leather Wallet,Black,3139BLK,Processing,1,$39,$110,"January 24, 2024",No scheduled order date
"January 21, 2024",PW77JHJ6TM,Pippa Leather Crossbody,Cognac,3555COG,Processing,1,$65,$175,"January 24, 2024",No scheduled order date
"January 21, 2024",PW77JHJ6TM,Pippa Leather Crossbody,Grass,3555GRS,Processing,1,$65,$175,"January 24, 2024",No scheduled order date
"January 21, 2024",PW77JHJ6TM,Pippa Leather Crossbody,Sky Blue,3555SBLU,Processing,1,$65,$175,"January 24, 2024",No scheduled order date
"January 21, 2024",PW77JHJ6TM,Smith Leather Wallet,Black,4140BLK,Processing,1,$29,$82.50,"January 24, 2024",No scheduled order date
"January 21, 2024",PW77JHJ6TM,Harbor Leather Crossbody,Denim,3105DNM,Processing,1,$65,$175,"January 24, 2024",No scheduled order date
"January 21, 2024",PW77JHJ6TM,Harbor Leather Crossbody,Oat,3105OAT,Processing,1,$65,$175,"January 24, 2024",No scheduled order date
"January 21, 2024",PW77JHJ6TM,Harbor Leather Crossbody,Poppy,3105POP,Processing,1,$65,$175,"January 24, 2024",No scheduled order date
"January 21, 2024",PW77JHJ6TM,Sunny Leather Crossbody,Black,3109BLK,Processing,1,$59,$160,"January 24, 2024",No scheduled order date
"January 21, 2024",PW77JHJ6TM,Andi Leather Wallet,Cognac,3139COG,Processing,1,$39,$110,"January 24, 2024",No scheduled order date
"January 21, 2024",PW77JHJ6TM,Andi Leather Wallet,Poppy,3139POP,Processing,1,$39,$110,"January 24, 2024",No scheduled order date
"January 21, 2024",PW77JHJ6TM,Marcus Leather Crossbody,Oat,3152OAT,Processing,1,$75,$200,"January 24, 2024",No scheduled order date
"January 21, 2024",PW77JHJ6TM,Luca Leather Crossbody,Black,3167BLK,Processing,1,$79,$205,"January 24, 2024",No scheduled order date
"January 21, 2024",PW77JHJ6TM,Peck Leather Crossbody,Black,3556BLK,Processing,2,$79,$205,"January 24, 2024",No scheduled order date
"January 21, 2024",PW77JHJ6TM,Smith Leather Wallet,Ballet Slipper,4140BAL,Processing,1,$29,$82.50,"January 24, 2024",No scheduled order date
"January 21, 2024",PW77JHJ6TM,Skye Leather Wallet,Ballet Slipper,4141BAL,Processing,1,$39,$112.50,"January 24, 2024",No scheduled order date
"January 20, 2024",SS2BFGASYQ,Whitney Leather Wallet,Charcoal,3137CHA,Processing,1,$49,$132.50,"January 25, 2024",No scheduled order date
"January 20, 2024",SS2BFGASYQ,Terry Leather Wallet,Moss,3138MOS,Processing,1,$39,$110,"January 25, 2024",No scheduled order date
"January 20, 2024",SS2BFGASYQ,Andi Leather Wallet,Cognac,3139COG,Processing,2,$39,$110,"January 25, 2024",No scheduled order date
"January 20, 2024",SS2BFGASYQ,Cooper Leather Crossbody,Cognac,3225COG,Processing,1,$55,$150,"January 25, 2024",No scheduled order date
"January 20, 2024",SS2BFGASYQ,Palm Springs Leather Crossbody,Bubble Black,3227BBLK,Processing,1,$44,$122.50,"January 25, 2024",No scheduled order date
"January 20, 2024",SS2BFGASYQ,Pippa Leather Crossbody,Charcoal,3555CHA,Processing,1,$65,$175,"January 25, 2024",No scheduled order date
"January 20, 2024",SS2BFGASYQ,Pippa Leather Crossbody,Cognac,3555COG,Processing,1,$65,$175,"January 25, 2024",No scheduled order date
"January 20, 2024",SS2BFGASYQ,Pippa Leather Crossbody,Moss,3555MOS,Processing,1,$65,$175,"January 25, 2024",No scheduled order date
"January 20, 2024",SS2BFGASYQ,Bianca Leather Tote/Crossbody,Cognac,5128COG,Processing,1,$89,$230,"January 25, 2024",No scheduled order date
"January 20, 2024",SS2BFGASYQ,Athena Leather Crossbody,Cognac,7803COG,Processing,1,$55,$150,"January 25, 2024",No scheduled order date
"January 20, 2024",84FHE8XUCD,Archer Wide Leather Embroidered Shoulder Strap,Cognac,0008COG,Processing,3,$29,$79,"January 24, 2024",No scheduled order date
"January 20, 2024",84FHE8XUCD,Paloma Leather Tote,Cognac,3194COG,Processing,2,$119,$305,"January 24, 2024",No scheduled order date
"January 20, 2024",84FHE8XUCD,Basil Leather Crossbody,Rosa,3223RSA,Processing,1,$69,$185,"January 24, 2024",No scheduled order date
"January 20, 2024",84FHE8XUCD,Frisco Leather Crossbody,Rosa,3228RSA,Processing,1,$109,$290,"January 24, 2024",No scheduled order date
"January 20, 2024",84FHE8XUCD,Yoli Leather Crossbody,Cognac,3231COG,Processing,1,$59,$160,"January 24, 2024",No scheduled order date
"January 20, 2024",84FHE8XUCD,Callie Leather Sling/Crossbody,Moss,3238MOS,Processing,2,$89,$230,"January 24, 2024",No scheduled order date
"January 20, 2024",84FHE8XUCD,Freya Leather Crossbody,Moss,3239MOS,Processing,1,$59,$160,"January 24, 2024",No scheduled order date
"January 20, 2024",84FHE8XUCD,Kiki Leather Shoulderbag,Oat,3241OAT,Processing,1,$109,$285,"January 24, 2024",No scheduled order date
"January 20, 2024",84FHE8XUCD,Annie Leather Fanny Pack,Brown,6304BRN,Processing,2,$69,$185,"January 24, 2024",No scheduled order date
"January 20, 2024",84FHE8XUCD,Annie Leather Fanny Pack,Teal,6304TEL,Processing,2,$69,$185,"January 24, 2024",No scheduled order date
"January 20, 2024",84FHE8XUCD,Weaver Leather Crossbody,Cognac,3229COG,Processing,1,$89,$230,"January 24, 2024",No scheduled order date
"January 20, 2024",84FHE8XUCD,Prado Leather Tote/Crossbody,Cognac,3230COG,Processing,2,$89,$230,"January 24, 2024",No scheduled order date
"January 20, 2024",84FHE8XUCD,Callie Leather Sling/Crossbody,Denim,3238DNM,Processing,1,$89,$230,"January 24, 2024",No scheduled order date
"January 19, 2024",RFQA84X7AE,Callie Leather Sling/Crossbody,Bubble Black,3238BBLK,Delivered,1,$89,$230,"January 19, 2024",No scheduled order date
"January 19, 2024",RFQA84X7AE,Callie Leather Sling/Crossbody,Denim,3238DNM,Delivered,1,$89,$230,"January 19, 2024",No scheduled order date
"January 19, 2024",RFQA84X7AE,Callie Leather Sling/Crossbody,Moss,3238MOS,Delivered,1,$89,$230,"January 19, 2024",No scheduled order date
"January 18, 2024",989XTC73SS,Andi Leather Wallet,Black,3139BLK,Canceled,1,$39,$110,No ship date,No scheduled order date
"January 18, 2024",989XTC73SS,Andi Leather Wallet,Cognac,3139COG,Canceled,1,$39,$110,No ship date,No scheduled order date
"January 18, 2024",989XTC73SS,Andi Leather Wallet,Grass,3139GRS,Canceled,1,$39,$110,No ship date,No scheduled order date
"January 18, 2024",989XTC73SS,Andi Leather Wallet,Poppy,3139POP,Canceled,1,$39,$110,No ship date,No scheduled order date
"January 18, 2024",989XTC73SS,Ezra Leather Crossbody,Black,3173BLK,Canceled,1,$49,$132.50,No ship date,No scheduled order date
"January 18, 2024",989XTC73SS,Ezra Leather Crossbody,Cognac,3173COG,Canceled,1,$49,$132.50,No ship date,No scheduled order date
"January 18, 2024",989XTC73SS,Ezra Leather Crossbody,Orange,3173ORG,Canceled,1,$49,$132.50,No ship date,No scheduled order date
"January 18, 2024",989XTC73SS,Ezra Leather Crossbody,Sky Blue,3173SBLU,Canceled,1,$49,$132.50,No ship date,No scheduled order date
"January 18, 2024",989XTC73SS,Renee Leather Tote,Black,3219BLK,Canceled,1,$105,$275,No ship date,No scheduled order date
"January 18, 2024",989XTC73SS,Gigi Leather Crossbody,Black,3224BLK,Canceled,1,$75,$205,No ship date,No scheduled order date
"January 18, 2024",989XTC73SS,Gigi Leather Crossbody,Cognac,3224COG,Canceled,1,$75,$205,No ship date,No scheduled order date
"January 18, 2024",989XTC73SS,Eloise Leather Wallet,Anthracite,4655ANTH,Canceled,1,$22,$62.50,No ship date,No scheduled order date
"January 18, 2024",989XTC73SS,Eloise Leather Wallet,Brown,4655BRN,Canceled,1,$22,$62.50,No ship date,No scheduled order date
"January 18, 2024",989XTC73SS,Eloise Leather Wallet,Orange,4655ORG,Canceled,1,$22,$62.50,No ship date,No scheduled order date
"January 18, 2024",989XTC73SS,Eloise Leather Wallet,Sky Blue,4655SBLU,Canceled,1,$22,$62.50,No ship date,No scheduled order date
"January 18, 2024",989XTC73SS,Nelly Leather Shoulder Bag/Crossbody,Tan,5212TAN,Canceled,1,$119,$305,No ship date,No scheduled order date
"January 17, 2024",ZTQ3BUQTQU,Sadie Leather Crossbody,Oat Patch,3110OATP,Canceled,1,$59,$160,No ship date,No scheduled order date
"January 17, 2024",ZTQ3BUQTQU,Andi Leather Wallet,Charcoal,3139CHA,Canceled,1,$39,$110,No ship date,No scheduled order date
"January 17, 2024",ZTQ3BUQTQU,Andi Leather Wallet,Grass,3139GRS,Canceled,1,$39,$110,No ship date,No scheduled order date
"January 17, 2024",ZTQ3BUQTQU,Paloma Leather Tote,Black,3194BLK,Canceled,1,$119,$305,No ship date,No scheduled order date
"January 17, 2024",ZTQ3BUQTQU,Gigi Leather Crossbody,Black,3224BLK,Canceled,1,$75,$205,No ship date,No scheduled order date
"January 17, 2024",ZTQ3BUQTQU,Gigi Leather Crossbody,Cognac,3224COG,Canceled,1,$75,$205,No ship date,No scheduled order date
"January 17, 2024",ZTQ3BUQTQU,Pippa Leather Crossbody,Black,3555BLK,Canceled,1,$65,$175,No ship date,No scheduled order date
"January 17, 2024",ZTQ3BUQTQU,Pippa Leather Crossbody,Cognac,3555COG,Canceled,1,$65,$175,No ship date,No scheduled order date
"January 17, 2024",ZTQ3BUQTQU,Pippa Leather Crossbody,Grass,3555GRS,Canceled,1,$65,$175,No ship date,No scheduled order date
"January 17, 2024",ZTQ3BUQTQU,Pippa Leather Crossbody,Orange,3555ORG,Canceled,1,$65,$175,No ship date,No scheduled order date
"January 17, 2024",ZTQ3BUQTQU,Pippa Leather Crossbody,Poppy,3555POP,Canceled,1,$65,$175,No ship date,No scheduled order date
"January 17, 2024",ZTQ3BUQTQU,Pippa Leather Crossbody,Sky Blue,3555SBLU,Canceled,1,$65,$175,No ship date,No scheduled order date
"January 17, 2024",ZTQ3BUQTQU,Eloise Leather Wallet,Anthracite,4655ANTH,Canceled,1,$22,$62.50,No ship date,No scheduled order date
"January 17, 2024",ZTQ3BUQTQU,Eloise Leather Wallet,Black,4655BLK,Canceled,1,$22,$62.50,No ship date,No scheduled order date
"January 17, 2024",ZTQ3BUQTQU,Eloise Leather Wallet,Brown,4655BRN,Canceled,1,$22,$62.50,No ship date,No scheduled order date
"January 17, 2024",ZTQ3BUQTQU,Eloise Leather Wallet,Orange,4655ORG,Canceled,1,$22,$62.50,No ship date,No scheduled order date
"January 17, 2024",ZTQ3BUQTQU,Eloise Leather Wallet,Sky Blue,4655SBLU,Canceled,1,$22,$62.50,No ship date,No scheduled order date
"January 17, 2024",ZTQ3BUQTQU,Eloise Leather Wallet,Tan,4655TAN,Canceled,1,$22,$62.50,No ship date,No scheduled order date
"January 17, 2024",ZTQ3BUQTQU,Nash Leather Tote/Crossbody,Sky Blue,5228SBLU,Canceled,1,$89,$230,No ship date,No scheduled order date
"January 17, 2024",ZTQ3BUQTQU,Nash Leather Tote/Crossbody,Tan,5228TAN,Canceled,1,$89,$230,No ship date,No scheduled order date
"January 17, 2024",F45BTQ64JE,Harbor Leather Crossbody,Charcoal,3105CHA,Delivered,1,$65,$175,"January 17, 2024",No scheduled order date
"January 17, 2024",F45BTQ64JE,Harbor Leather Crossbody,Oxblood,3105OXB,Delivered,1,$65,$175,"January 17, 2024",No scheduled order date
"January 17, 2024",F45BTQ64JE,Callie Leather Sling/Crossbody,Denim,3238DNM,Delivered,1,$89,$230,"January 17, 2024",No scheduled order date
"January 17, 2024",F45BTQ64JE,Freya Leather Crossbody,Cognac,3239COG,Delivered,1,$59,$160,"January 17, 2024",No scheduled order date
"January 17, 2024",F45BTQ64JE,Pippa Leather Crossbody,Brown,3555BRN,Delivered,1,$65,$175,"January 17, 2024",No scheduled order date
"January 17, 2024",F45BTQ64JE,Sierra Leather Wallet/Wristlet,Aubergine,4200AUB,Delivered,1,$44,$125,"January 17, 2024",No scheduled order date
"January 17, 2024",F45BTQ64JE,Annie Leather Fanny Pack,Blush,6304BLSH,Delivered,1,$69,$185,"January 17, 2024",No scheduled order date
"January 16, 2024",MCCNG6W4DD,Archer Wide Leather Embroidered Shoulder Strap,Cognac,0008COG,Delivered,4,$29,$79,"January 17, 2024",No scheduled order date
"January 16, 2024",MCCNG6W4DD,Leora Leather Crossbody,Cognac,3163COG,Delivered,1,$109,$285,"January 17, 2024",No scheduled order date
"January 16, 2024",X6MZ22W499,Marlow Leather Crossbody,Cognac,3232COG,Delivered,1,$59,$160,"January 17, 2024",No scheduled order date
"January 16, 2024",X6MZ22W499,Smith Leather Wallet,Aubergine,4140AUB,Delivered,1,$29,$82.50,"January 17, 2024",No scheduled order date
"January 16, 2024",X6MZ22W499,Smith Leather Wallet,Ballet Slipper,4140BAL,Delivered,1,$29,$82.50,"January 17, 2024",No scheduled order date
"January 16, 2024",X6MZ22W499,Smith Leather Wallet,Black,4140BLK,Delivered,1,$29,$82.50,"January 17, 2024",No scheduled order date
"January 16, 2024",X6MZ22W499,Smith Leather Wallet,Cognac,4140COG,Delivered,1,$29,$82.50,"January 17, 2024",No scheduled order date
"January 16, 2024",X6MZ22W499,Smith Leather Wallet,Grey,4140GRY,Delivered,1,$29,$82.50,"January 17, 2024",No scheduled order date
"January 16, 2024",KVDZ4SGXPF,Whitney Leather Wallet,Black,3137BLK,Delivered,1,$49,$132.50,"January 17, 2024",No scheduled order date
"January 16, 2024",KVDZ4SGXPF,Whitney Leather Wallet,Charcoal,3137CHA,Delivered,1,$49,$132.50,"January 17, 2024",No scheduled order date
"January 16, 2024",KVDZ4SGXPF,Whitney Leather Wallet,Cognac,3137COG,Delivered,1,$49,$132.50,"January 17, 2024",No scheduled order date
"January 16, 2024",KVDZ4SGXPF,Whitney Leather Wallet,Denim,3137DNM,Delivered,1,$49,$132.50,"January 17, 2024",No scheduled order date
"January 16, 2024",KVDZ4SGXPF,Whitney Leather Wallet,Grass,3137GRS,Delivered,1,$49,$132.50,"January 17, 2024",No scheduled order date
"January 16, 2024",KVDZ4SGXPF,Whitney Leather Wallet,Lemon,3137LMN,Delivered,1,$49,$132.50,"January 17, 2024",No scheduled order date
"January 16, 2024",KVDZ4SGXPF,Whitney Leather Wallet,Poppy,3137POP,Delivered,1,$49,$132.50,"January 17, 2024",No scheduled order date
"January 16, 2024",KVDZ4SGXPF,Whitney Leather Wallet,Sky Blue,3137SBLU,Delivered,1,$49,$132.50,"January 17, 2024",No scheduled order date
"January 16, 2024",KVDZ4SGXPF,Terry Leather Wallet,Charcoal,3138CHA,Delivered,1,$39,$110,"January 17, 2024",No scheduled order date
"January 16, 2024",KVDZ4SGXPF,Terry Leather Wallet,Lemon,3138LMN,Delivered,1,$39,$110,"January 17, 2024",No scheduled order date
"January 16, 2024",KVDZ4SGXPF,Terry Leather Wallet,Tan,3138TAN,Delivered,1,$39,$110,"January 17, 2024",No scheduled order date
"January 16, 2024",KVDZ4SGXPF,Patch Leather Wallet,Cognac Patch,4678COGP,Delivered,1,$29,$85,"January 17, 2024",No scheduled order date
"January 16, 2024",KVDZ4SGXPF,Lilly Leather Crossbody,Sky Blue,2522SBLU,Delivered,1,$44,$122.50,"January 17, 2024",No scheduled order date
"January 16, 2024",KVDZ4SGXPF,Harbor Leather Crossbody,Brown,3105BRN,Delivered,1,$65,$175,"January 17, 2024",No scheduled order date
"January 16, 2024",KVDZ4SGXPF,Harbor Leather Crossbody,Charcoal,3105CHA,Delivered,1,$65,$175,"January 17, 2024",No scheduled order date
"January 16, 2024",KVDZ4SGXPF,Terry Leather Wallet,Black,3138BLK,Delivered,1,$39,$110,"January 17, 2024",No scheduled order date
"January 16, 2024",KVDZ4SGXPF,Eloise Leather Wallet,Black,4655BLK,Delivered,1,$22,$62.50,"January 17, 2024",No scheduled order date
"January 16, 2024",KVDZ4SGXPF,Eloise Leather Wallet,Charcoal,4655CHA,Delivered,1,$22,$62.50,"January 17, 2024",No scheduled order date
"January 16, 2024",KVDZ4SGXPF,Eloise Leather Wallet,Tan,4655TAN,Delivered,1,$22,$62.50,"January 17, 2024",No scheduled order date
"January 16, 2024",KVDZ4SGXPF,Bianca Leather Tote/Crossbody,Grass,5128GRS,Delivered,1,$89,$230,"January 17, 2024",No scheduled order date
"January 16, 2024",KVDZ4SGXPF,Brynn Leather Crossbody,Black,7804BLK,Delivered,1,$59,$165,"January 17, 2024",No scheduled order date
"January 16, 2024",KVDZ4SGXPF,Brynn Leather Crossbody,Cognac,7804COG,Delivered,1,$59,$165,"January 17, 2024",No scheduled order date
"January 16, 2024",KVDZ4SGXPF,Brynn Leather Crossbody,Denim,7804DNM,Delivered,1,$59,$165,"January 17, 2024",No scheduled order date
"January 16, 2024",KVDZ4SGXPF,Lilly Leather Crossbody,Black,2522BLK,Delivered,2,$44,$122.50,"January 17, 2024",No scheduled order date
"January 16, 2024",KVDZ4SGXPF,Lilly Leather Crossbody,Cognac,2522COG,Delivered,1,$44,$122.50,"January 17, 2024",No scheduled order date
"January 16, 2024",KVDZ4SGXPF,Harbor Leather Crossbody,Black,3105BLK,Delivered,2,$65,$175,"January 17, 2024",No scheduled order date
"January 15, 2024",U7NMNBGMAJ,Harbor Leather Crossbody,Black,3105BLK,Shipped,3,$65,$175,"January 17, 2024",No scheduled order date
"January 15, 2024",U7NMNBGMAJ,Harbor Leather Crossbody,Cognac,3105COG,Shipped,3,$65,$175,"January 17, 2024",No scheduled order date
"January 15, 2024",U7NMNBGMAJ,Harbor Leather Crossbody,Denim,3105DNM,Shipped,2,$65,$175,"January 17, 2024",No scheduled order date
"January 15, 2024",U7NMNBGMAJ,Harbor Leather Crossbody,Oat,3105OAT,Shipped,1,$65,$175,"January 17, 2024",No scheduled order date
"January 15, 2024",U7NMNBGMAJ,Harbor Leather Crossbody,Oxblood,3105OXB,Shipped,2,$65,$175,"January 17, 2024",No scheduled order date
"January 15, 2024",U7NMNBGMAJ,Lilly Leather Crossbody,Moss,2522MOS,Shipped,1,$44,$122.50,"January 17, 2024",No scheduled order date
"January 15, 2024",U7NMNBGMAJ,Lilly Leather Crossbody,Oat,2522OAT,Shipped,1,$44,$122.50,"January 17, 2024",No scheduled order date
"January 15, 2024",U7NMNBGMAJ,Marcus Leather Crossbody,Black,3152BLK,Shipped,2,$75,$200,"January 17, 2024",No scheduled order date
"January 15, 2024",U7NMNBGMAJ,Marcus Leather Crossbody,Moss,3152MOS,Shipped,1,$75,$200,"January 17, 2024",No scheduled order date
"January 15, 2024",U7NMNBGMAJ,Marcus Leather Crossbody,Oxblood,3152OXB,Shipped,2,$75,$200,"January 17, 2024",No scheduled order date
"January 15, 2024",U7NMNBGMAJ,Athena Leather Crossbody,Black,7803BLK,Shipped,1,$55,$150,"January 17, 2024",No scheduled order date
"January 15, 2024",U7NMNBGMAJ,Athena Leather Crossbody,Cognac,7803COG,Shipped,2,$55,$150,"January 17, 2024",No scheduled order date
"January 15, 2024",U7NMNBGMAJ,Athena Leather Crossbody,Moss,7803MOS,Shipped,1,$55,$150,"January 17, 2024",No scheduled order date
"January 15, 2024",U7NMNBGMAJ,Athena Leather Crossbody,Oat,7803OAT,Shipped,1,$55,$150,"January 17, 2024",No scheduled order date
"January 15, 2024",U7NMNBGMAJ,Athena Leather Crossbody,Oxblood,7803OXB,Shipped,2,$55,$150,"January 17, 2024",No scheduled order date
"January 15, 2024",FMRVJC3YTF,Eloise Leather Wallet,Anthracite,4655ANTH,Shipped,2,$22,$62.50,"January 19, 2024",No scheduled order date
"January 15, 2024",FMRVJC3YTF,Eloise Leather Wallet,Black,4655BLK,Shipped,4,$22,$62.50,"January 19, 2024",No scheduled order date
"January 15, 2024",FMRVJC3YTF,Eloise Leather Wallet,Brown,4655BRN,Shipped,2,$22,$62.50,"January 19, 2024",No scheduled order date
"January 15, 2024",FMRVJC3YTF,Eloise Leather Wallet,Charcoal,4655CHA,Shipped,2,$22,$62.50,"January 19, 2024",No scheduled order date
"January 15, 2024",FMRVJC3YTF,Eloise Leather Wallet,Cobra,4655COB,Shipped,2,$22,$62.50,"January 19, 2024",No scheduled order date
"January 15, 2024",FMRVJC3YTF,Eloise Leather Wallet,Lizard Black,4655LBLK,Shipped,2,$22,$62.50,"January 19, 2024",No scheduled order date
"January 15, 2024",FMRVJC3YTF,Terry Leather Wallet,Black,3138BLK,Shipped,4,$39,$110,"January 19, 2024",No scheduled order date
"January 15, 2024",FMRVJC3YTF,Terry Leather Wallet,Brown,3138BRN,Shipped,2,$39,$110,"January 19, 2024",No scheduled order date
"January 15, 2024",FMRVJC3YTF,Terry Leather Wallet,Moss,3138MOS,Shipped,2,$39,$110,"January 19, 2024",No scheduled order date
"January 15, 2024",FMRVJC3YTF,Terry Leather Wallet,Oat,3138OAT,Shipped,2,$39,$110,"January 19, 2024",No scheduled order date
"January 15, 2024",FMRVJC3YTF,Terry Leather Wallet,Poppy,3138POP,Shipped,2,$39,$110,"January 19, 2024",No scheduled order date
"January 15, 2024",FMRVJC3YTF,Terry Leather Wallet,Sky Blue,3138SBLU,Shipped,2,$39,$110,"January 19, 2024",No scheduled order date
"January 15, 2024",FMRVJC3YTF,Andi Leather Wallet,Black,3139BLK,Shipped,4,$39,$110,"January 19, 2024",No scheduled order date
"January 15, 2024",FMRVJC3YTF,Andi Leather Wallet,Charcoal,3139CHA,Shipped,2,$39,$110,"January 19, 2024",No scheduled order date
"January 15, 2024",FMRVJC3YTF,Andi Leather Wallet,Cognac,3139COG,Shipped,4,$39,$110,"January 19, 2024",No scheduled order date
"January 15, 2024",FMRVJC3YTF,Andi Leather Wallet,Denim,3139DNM,Shipped,2,$39,$110,"January 19, 2024",No scheduled order date
"January 15, 2024",FMRVJC3YTF,Andi Leather Wallet,Hazel,3139HZL,Shipped,2,$39,$110,"January 19, 2024",No scheduled order date
"January 15, 2024",FMRVJC3YTF,Andi Leather Wallet,Poppy,3139POP,Shipped,2,$39,$110,"January 19, 2024",No scheduled order date
"January 15, 2024",FMRVJC3YTF,Eloise Leather Wallet,Tan,4655TAN,Shipped,2,$22,$62.50,"January 19, 2024",No scheduled order date
"January 14, 2024",4YFMUVJM5X,Sunny Leather Crossbody,Cognac,3109COG,Delivered,1,$59,$160,"January 16, 2024",No scheduled order date
"January 14, 2024",4YFMUVJM5X,Dalton Leather Tote,Cognac,3115COG,Delivered,1,$105,$275,"January 16, 2024",No scheduled order date
"January 14, 2024",4YFMUVJM5X,Camila Leather Shoulderbag,Cognac,3204COG,Delivered,1,$109,$290,"January 16, 2024",No scheduled order date
"January 14, 2024",4YFMUVJM5X,Harbor Leather Crossbody,Black,3105BLK,Delivered,1,$65,$175,"January 16, 2024",No scheduled order date
"January 14, 2024",4YFMUVJM5X,Harbor Leather Crossbody,Cognac,3105COG,Delivered,1,$65,$175,"January 16, 2024",No scheduled order date
"January 14, 2024",4YFMUVJM5X,Luca Leather Crossbody,Cognac,3167COG,Delivered,1,$79,$205,"January 16, 2024",No scheduled order date
"January 14, 2024",4YFMUVJM5X,Peck Leather Crossbody,Cognac,3556COG,Delivered,1,$79,$205,"January 16, 2024",No scheduled order date
"January 14, 2024",YBT2EM5T97,Whitney Leather Wallet,Denim,3137DNM,Delivered,1,$49,$132.50,"January 17, 2024",No scheduled order date
"January 14, 2024",YBT2EM5T97,Whitney Leather Wallet,Hazel,3137HZL,Delivered,1,$49,$132.50,"January 17, 2024",No scheduled order date
"January 14, 2024",YBT2EM5T97,Lilly Leather Crossbody,Black,2522BLK,Delivered,1,$44,$122.50,"January 17, 2024",No scheduled order date
"January 14, 2024",YBT2EM5T97,Lilly Leather Crossbody,Oat,2522OAT,Delivered,1,$44,$122.50,"January 17, 2024",No scheduled order date
"January 14, 2024",YBT2EM5T97,Harbor Leather Crossbody,Denim,3105DNM,Delivered,1,$65,$175,"January 17, 2024",No scheduled order date
