Order Date,Order Number,Product Name,Option Name,SKU,Status,Quantity,Wholesale Price,Retail Price,Ship Date,Scheduled Order Date
"June 9, 2023",Z37CMKF3HA,Callie Sling/Crossbody,Bubble Black,3238BBLK,Delivered,1,$89,$230,"June 14, 2023",No scheduled order date
"June 9, 2023",Z37CMKF3HA,Callie Sling/Crossbody,Cognac,3238COG,Delivered,1,$89,$230,"June 14, 2023",No scheduled order date
"June 9, 2023",Z37CMKF3HA,Athena,Oat,7803OAT,Delivered,1,$65,$175,"June 14, 2023",No scheduled order date
"June 9, 2023",JADTDNNW3U,Margie,Paprika,2623PAP,Delivered,1,$65,$175,"June 13, 2023",No scheduled order date
"June 9, 2023",JADTDNNW3U,Canyon Crossbody,Cognac,3236COG,Delivered,1,$69,$185,"June 13, 2023",No scheduled order date
"June 9, 2023",JADTDNNW3U,LILLY,Black,2522BLK,Delivered,1,$44,$122.50,"June 13, 2023",No scheduled order date
"June 9, 2023",JADTDNNW3U,LILLY,Poppy,2522POP,Delivered,1,$44,$122.50,"June 13, 2023",No scheduled order date
"June 9, 2023",JADTDNNW3U,LILLY,Sky Blue,2522SBLU,Delivered,1,$44,$122.50,"June 13, 2023",No scheduled order date
"June 7, 2023",UHWEDY2EZD,Eloise,Brown,4655BRN,Delivered,1,$22,$62.50,"June 13, 2023",No scheduled order date
"June 7, 2023",UHWEDY2EZD,Mar,Black,3125BLK,Delivered,1,$75,$200,"June 13, 2023",No scheduled order date
"June 7, 2023",UHWEDY2EZD,Mar,Brown,3125BRN,Delivered,1,$75,$200,"June 13, 2023",No scheduled order date
"June 7, 2023",UHWEDY2EZD,Mar,Cognac,3125COG,Delivered,1,$75,$200,"June 13, 2023",No scheduled order date
"June 7, 2023",UHWEDY2EZD,Mar,Denim,3125DNM,Delivered,1,$75,$200,"June 13, 2023",No scheduled order date
"June 7, 2023",UHWEDY2EZD,Mar,Lemon,3125LMN,Delivered,1,$75,$200,"June 13, 2023",No scheduled order date
"June 7, 2023",UHWEDY2EZD,Mar,Poppy,3125POP,Delivered,1,$75,$200,"June 13, 2023",No scheduled order date
"June 7, 2023",UHWEDY2EZD,Eloise,Black,4655BLK,Delivered,2,$22,$62.50,"June 13, 2023",No scheduled order date
"June 7, 2023",UHWEDY2EZD,Eloise,Brown,4655BRN,Delivered,1,$22,$62.50,"June 13, 2023",No scheduled order date
"June 7, 2023",UHWEDY2EZD,Eloise,Grass,4655GRS,Delivered,2,$22,$62.50,"June 13, 2023",No scheduled order date
"June 7, 2023",UHWEDY2EZD,Eloise,Poppy,4655POP,Delivered,2,$22,$62.50,"June 13, 2023",No scheduled order date
"June 7, 2023",SZA6ZGVT7R,Kiki Shoulderbag,Oat,3241OAT,Delivered,1,$109,$285,"June 8, 2023",No scheduled order date
"June 7, 2023",SZA6ZGVT7R,Pippa,Denim,3555DNM,Delivered,1,$65,$175,"June 8, 2023",No scheduled order date
"June 7, 2023",SZA6ZGVT7R,Pippa,Lemon,3555LMN,Delivered,1,$65,$175,"June 8, 2023",No scheduled order date
"June 7, 2023",SZA6ZGVT7R,Pippa,Orange,3555ORG,Delivered,1,$65,$175,"June 8, 2023",No scheduled order date
"June 7, 2023",SGSME2J9TS,Bianca,Rosa,5128RSA,Delivered,1,$89,$230,"June 8, 2023",No scheduled order date
"June 7, 2023",SGSME2J9TS,Annie Fanny Pack,Black,6304BLK,Delivered,2,$69,$185,"June 8, 2023",No scheduled order date
"June 6, 2023",UMDBEYDCA4,Leon,Black,3198BLK,Delivered,2,$79,$205,"June 7, 2023",No scheduled order date
"June 6, 2023",UMDBEYDCA4,Leon,Hazel,3198HZL,Delivered,1,$79,$205,"June 7, 2023",No scheduled order date
"June 6, 2023",Z7KHFWWJMH,Ezra,Oat,3173OAT,Delivered,1,$49,$132.50,"June 7, 2023",No scheduled order date
"June 6, 2023",Z7KHFWWJMH,Paloma,Cognac,3194COG,Delivered,1,$119,$305,"June 7, 2023",No scheduled order date
"June 6, 2023",Z7KHFWWJMH,Fleming Crossbody,Cognac,3205COG,Delivered,1,$79,$205,"June 7, 2023",No scheduled order date
"June 6, 2023",Z7KHFWWJMH,Gigi Crossbody,Rosa,3224RSA,Delivered,1,$75,$205,"June 7, 2023",No scheduled order date
"June 6, 2023",Z7KHFWWJMH,Becca Crossbody,Cognac,3235COG,Delivered,1,$79,$205,"June 7, 2023",No scheduled order date
"June 6, 2023",Z7KHFWWJMH,Pippa,Charcoal,3555CHA,Delivered,1,$65,$175,"June 7, 2023",No scheduled order date
"June 6, 2023",Z7KHFWWJMH,Miller,Sky Blue,5111SBLU,Delivered,1,$49,$132.50,"June 7, 2023",No scheduled order date
"June 6, 2023",Z7KHFWWJMH,Mick Crossbody,Hazel,5127HZL,Delivered,1,$59,$160,"June 7, 2023",No scheduled order date
"June 6, 2023",U5QJUB8F4A,Prado Tote/Crossbody,Cognac,3230COG,Delivered,1,$89,$230,"June 7, 2023",No scheduled order date
"June 6, 2023",U5QJUB8F4A,Prado Tote/Crossbody,Denim,3230DNM,Delivered,1,$89,$230,"June 7, 2023",No scheduled order date
"June 6, 2023",U5QJUB8F4A,Mick Crossbody,Sky Blue,5127SBLU,Delivered,1,$59,$160,"June 7, 2023",No scheduled order date
"June 6, 2023",U5QJUB8F4A,Mick Crossbody,Tan,5127TAN,Delivered,1,$59,$160,"June 7, 2023",No scheduled order date
"June 6, 2023",U5QJUB8F4A,Randall Wallet,Charcoal,6300CHA,Delivered,1,$59,$165,"June 7, 2023",No scheduled order date
"June 6, 2023",U5QJUB8F4A,Randall Wallet,Citron,6300CIT,Delivered,1,$59,$165,"June 7, 2023",No scheduled order date
"June 6, 2023",U5QJUB8F4A,Randall Wallet,Navy,6300NVY,Delivered,1,$59,$165,"June 7, 2023",No scheduled order date
"June 6, 2023",8JB26523J6,Weaver Crossbody,Charcoal,3229CHA,Delivered,1,$89,$230,"June 7, 2023",No scheduled order date
"June 6, 2023",8JB26523J6,89 Degrees Wristlet,Black,3237BLK,Delivered,1,$44,$125,"June 7, 2023",No scheduled order date
"June 6, 2023",8JB26523J6,89 Degrees Wristlet,Cognac,3237COG,Delivered,1,$44,$125,"June 7, 2023",No scheduled order date
"June 6, 2023",8JB26523J6,89 Degrees Wristlet,White,3237WHT,Delivered,1,$44,$125,"June 7, 2023",No scheduled order date
"June 6, 2023",8JB26523J6,Roxie Tote/Crossbody,Blush,6305BLSH,Delivered,1,$99,$255,"June 7, 2023",No scheduled order date
"June 5, 2023",ETUFD3KBV8,Margie,Paprika,2623PAP,Delivered,1,$65,$175,"June 7, 2023",No scheduled order date
"June 5, 2023",ETUFD3KBV8,Harbor,Grass,3105GRS,Delivered,1,$65,$175,"June 7, 2023",No scheduled order date
"June 5, 2023",ETUFD3KBV8,Leora,Hunter,3163HUNT,Delivered,1,$109,$285,"June 7, 2023",No scheduled order date
"June 5, 2023",ETUFD3KBV8,Pippa,Lemon,3555LMN,Delivered,1,$65,$175,"June 7, 2023",No scheduled order date
"June 5, 2023",ETUFD3KBV8,Clover Tote,Black,4152BLK,Delivered,1,$99,$260,"June 7, 2023",No scheduled order date
"June 5, 2023",ETUFD3KBV8,Eloise,Black,4655BLK,Delivered,1,$22,$62.50,"June 7, 2023",No scheduled order date
"June 5, 2023",ETUFD3KBV8,Eloise,Brown,4655BRN,Delivered,1,$22,$62.50,"June 7, 2023",No scheduled order date
"June 5, 2023",ETUFD3KBV8,Eloise,Grass,4655GRS,Delivered,1,$22,$62.50,"June 7, 2023",No scheduled order date
"June 5, 2023",ETUFD3KBV8,Eloise,Hunter,4655HUNT,Delivered,1,$22,$62.50,"June 7, 2023",No scheduled order date
"June 5, 2023",ETUFD3KBV8,Eloise,Oat,4655OAT,Delivered,1,$22,$62.50,"June 7, 2023",No scheduled order date
"June 5, 2023",ETUFD3KBV8,Eloise,Orange,4655ORG,Delivered,1,$22,$62.50,"June 7, 2023",No scheduled order date
"June 5, 2023",ETUFD3KBV8,Lidia,Cognac,7981COG,Delivered,1,$55,$150,"June 7, 2023",No scheduled order date
"June 5, 2023",GBC4Q972XK,Dalton,Oat,3115OAT,Canceled,1,$105,$275,No ship date,No scheduled order date
"June 5, 2023",GBC4Q972XK,Bianca,Stone,5128STN,Canceled,1,$89,$230,No ship date,No scheduled order date
"June 5, 2023",GBC4Q972XK,Joplin Tote/Crossbody,Oat,5230OAT,Canceled,1,$109,$285,No ship date,No scheduled order date
"June 5, 2023",GBC4Q972XK,Harbor,Grass,3105GRS,Canceled,1,$65,$175,No ship date,No scheduled order date
"June 5, 2023",GBC4Q972XK,Fleming Crossbody,Sky Blue,3205SBLU,Canceled,1,$79,$205,No ship date,No scheduled order date
"June 5, 2023",GBC4Q972XK,Stargaze Tote/Crossbody,Oat,3210OAT,Canceled,1,$99,$255,No ship date,No scheduled order date
"June 5, 2023",GBC4Q972XK,Alva Crossbody,White,3216WHT,Canceled,1,$79,$205,No ship date,No scheduled order date
"June 5, 2023",GBC4Q972XK,Weaver Crossbody,Cognac,3229COG,Canceled,1,$89,$230,No ship date,No scheduled order date
"June 5, 2023",GBC4Q972XK,Mick Crossbody,Poppy,5127POP,Canceled,1,$59,$160,No ship date,No scheduled order date
"June 4, 2023",AC26NQMUG2,Austin Sling,Cognac,1500COG,Delivered,1,$75,$200,"June 6, 2023",No scheduled order date
"June 4, 2023",AC26NQMUG2,Marcus,Poppy,3152POP,Delivered,1,$75,$200,"June 6, 2023",No scheduled order date
"June 4, 2023",AC26NQMUG2,Paloma,Cognac,3194COG,Delivered,1,$119,$305,"June 6, 2023",No scheduled order date
"June 4, 2023",AC26NQMUG2,Stargaze Tote/Crossbody,Cognac,3210COG,Delivered,1,$99,$255,"June 6, 2023",No scheduled order date
"June 4, 2023",AC26NQMUG2,Callie Sling/Crossbody,Cognac,3238COG,Delivered,1,$89,$230,"June 6, 2023",No scheduled order date
"June 4, 2023",AC26NQMUG2,Nala,Cognac,3250COG,Delivered,1,$95,$245,"June 6, 2023",No scheduled order date
"June 4, 2023",AC26NQMUG2,Pippa,Brown,3555BRN,Delivered,1,$65,$175,"June 6, 2023",No scheduled order date
"June 4, 2023",AC26NQMUG2,Pippa,Grass,3555GRS,Delivered,1,$65,$175,"June 6, 2023",No scheduled order date
"June 4, 2023",AC26NQMUG2,Pippa,Rosa,3555RSA,Delivered,1,$65,$175,"June 6, 2023",No scheduled order date
"June 4, 2023",AC26NQMUG2,Peck Crossbody,Black,3556BLK,Delivered,2,$79,$205,"June 6, 2023",No scheduled order date
"June 4, 2023",AC26NQMUG2,Peck Crossbody,Cognac,3556COG,Delivered,2,$79,$205,"June 6, 2023",No scheduled order date
"June 4, 2023",AC26NQMUG2,Peck Crossbody,Rosa,3556RSA,Delivered,2,$79,$205,"June 6, 2023",No scheduled order date
"June 4, 2023",AC26NQMUG2,Bianca,Rosa,5128RSA,Delivered,1,$89,$230,"June 6, 2023",No scheduled order date
"June 4, 2023",FGS8TUFRN3,Harbor,Hunter,3105HUNT,Delivered,1,$65,$175,"June 6, 2023",No scheduled order date
"June 4, 2023",FGS8TUFRN3,Harbor,Oat,3105OAT,Delivered,2,$65,$175,"June 6, 2023",No scheduled order date
"June 4, 2023",FGS8TUFRN3,Sunny,Charcoal,3109CHA,Delivered,1,$59,$160,"June 6, 2023",No scheduled order date
"June 4, 2023",FGS8TUFRN3,Sunny,Orange,3109ORG,Delivered,1,$59,$160,"June 6, 2023",No scheduled order date
"June 4, 2023",FGS8TUFRN3,Eloise,Charcoal,4655CHA,Delivered,2,$22,$62.50,"June 6, 2023",No scheduled order date
"June 4, 2023",FGS8TUFRN3,Eloise,Hunter,4655HUNT,Delivered,2,$22,$62.50,"June 6, 2023",No scheduled order date
"June 4, 2023",FGS8TUFRN3,Eloise,Poppy,4655POP,Delivered,2,$22,$62.50,"June 6, 2023",No scheduled order date
"June 3, 2023",9UH4BQ2RMJ,Austin Sling,Black,1500BLK,Delivered,1,$75,$200,"June 6, 2023",No scheduled order date
"June 3, 2023",9UH4BQ2RMJ,Pippa,Black,3555BLK,Delivered,2,$65,$175,"June 6, 2023",No scheduled order date
"June 3, 2023",9UH4BQ2RMJ,Pippa,Brown,3555BRN,Delivered,1,$65,$175,"June 6, 2023",No scheduled order date
"June 3, 2023",9UH4BQ2RMJ,Pippa,Grass,3555GRS,Delivered,1,$65,$175,"June 6, 2023",No scheduled order date
"June 3, 2023",9UH4BQ2RMJ,Pippa,Lemon,3555LMN,Delivered,1,$65,$175,"June 6, 2023",No scheduled order date
"June 3, 2023",9UH4BQ2RMJ,Pippa,Orange,3555ORG,Delivered,1,$65,$175,"June 6, 2023",No scheduled order date
"June 2, 2023",AU8BM3F8GB,Smith Wallet,Ballet Slipper,4140BAL,Delivered,4,$29,$82.50,"June 6, 2023",No scheduled order date
"June 2, 2023",AU8BM3F8GB,Smith Wallet,Black,4140BLK,Delivered,4,$29,$82.50,"June 6, 2023",No scheduled order date
"June 2, 2023",AU8BM3F8GB,Skye Wallet,Cogac,4141GRY,Delivered,2,$39,$112.50,"June 6, 2023",No scheduled order date
"June 2, 2023",AU8BM3F8GB,Talulah Wallet,Ballet Slipper,4142BAL,Delivered,4,$49,$132.50,"June 6, 2023",No scheduled order date
"June 2, 2023",AU8BM3F8GB,Talulah Wallet,Black,4142BLK,Delivered,4,$49,$132.50,"June 6, 2023",No scheduled order date
"June 2, 2023",AU8BM3F8GB,Noble Crossbody,Black,4150BLK,Delivered,2,$89,$230,"June 6, 2023",No scheduled order date
"June 2, 2023",AU8BM3F8GB,Noble Crossbody,Cognac,4150COG,Delivered,2,$89,$230,"June 6, 2023",No scheduled order date
"June 2, 2023",AU8BM3F8GB,Hale Crossbody/Wristlet,Ballet Slipper,4151BAL,Delivered,2,$79,$205,"June 6, 2023",No scheduled order date
"June 2, 2023",AU8BM3F8GB,Leon,Rosa,3198RSA,Delivered,2,$79,$205,"June 6, 2023",No scheduled order date
"June 2, 2023",AU8BM3F8GB,Weaver Crossbody,Cognac,3229COG,Delivered,2,$89,$230,"June 6, 2023",No scheduled order date
"June 2, 2023",AU8BM3F8GB,Pippa,Rosa,3555RSA,Delivered,2,$65,$175,"June 6, 2023",No scheduled order date
"June 2, 2023",AU8BM3F8GB,Skye Wallet,Ballet Slipper,4141BAL,Delivered,2,$39,$112.50,"June 6, 2023",No scheduled order date
"June 2, 2023",Q2XTV34M8R,Lotus Crossbody,Black,2523BLK,Delivered,1,$49,$135,"June 6, 2023",No scheduled order date
"June 2, 2023",Q2XTV34M8R,Andi,Black,3139BLK,Delivered,1,$39,$110,"June 6, 2023",No scheduled order date
"June 2, 2023",Q2XTV34M8R,Ezra,Oat,3173OAT,Delivered,1,$49,$132.50,"June 6, 2023",No scheduled order date
"June 2, 2023",Q2XTV34M8R,Gita,Burnt Orange,3179BORG,Delivered,1,$89,$230,"June 6, 2023",No scheduled order date
"June 2, 2023",Q2XTV34M8R,Cooper Crossbody,Black,3225BLK,Delivered,1,$55,$150,"June 6, 2023",No scheduled order date
"June 2, 2023",Q2XTV34M8R,Cooper Crossbody,Rosa,3225RSA,Delivered,1,$55,$150,"June 6, 2023",No scheduled order date
"June 2, 2023",Q2XTV34M8R,Becca Crossbody,Black,3235BLK,Delivered,1,$79,$205,"June 6, 2023",No scheduled order date
"June 2, 2023",Q2XTV34M8R,89 Degrees Wristlet,Black,3237BLK,Delivered,1,$44,$125,"June 6, 2023",No scheduled order date
"June 2, 2023",Q2XTV34M8R,89 Degrees Wristlet,White,3237WHT,Delivered,1,$44,$125,"June 6, 2023",No scheduled order date
"June 2, 2023",Q2XTV34M8R,Hale Crossbody/Wristlet,Black,4151BLK,Delivered,1,$79,$205,"June 6, 2023",No scheduled order date
"June 2, 2023",Q2XTV34M8R,Hale Crossbody/Wristlet,Grey,4151GRY,Delivered,1,$79,$205,"June 6, 2023",No scheduled order date
"June 2, 2023",Q2XTV34M8R,Miller,Oat,5111OAT,Delivered,1,$49,$132.50,"June 6, 2023",No scheduled order date
"June 2, 2023",Q2XTV34M8R,Miller,Sky Blue,5111SBLU,Delivered,1,$49,$132.50,"June 6, 2023",No scheduled order date
"June 2, 2023",Q2XTV34M8R,Nash Tote/Crossbody,Orange,5228ORG,Delivered,1,$89,$230,"June 6, 2023",No scheduled order date
"June 2, 2023",Q2XTV34M8R,Roxie Tote/Crossbody,Charcoal,6305CHA,Delivered,1,$99,$255,"June 6, 2023",No scheduled order date
"June 2, 2023",Q2XTV34M8R,Athena,Oat,7803OAT,Delivered,1,$65,$175,"June 6, 2023",No scheduled order date
"June 2, 2023",Q2XTV34M8R,Lidia,Orange,7981ORG,Delivered,1,$55,$150,"June 6, 2023",No scheduled order date
"June 2, 2023",5D7UPCSNCX,Milly Crossbody,Denim,3111DNM,Delivered,1,$59,$160,"June 6, 2023",No scheduled order date
"June 2, 2023",5D7UPCSNCX,Terry,Lemon,3138LMN,Delivered,2,$39,$110,"June 6, 2023",No scheduled order date
"June 2, 2023",5D7UPCSNCX,Terry,Poppy,3138POP,Delivered,2,$39,$110,"June 6, 2023",No scheduled order date
"June 2, 2023",5D7UPCSNCX,Terry,Sky Blue,3138SBLU,Delivered,1,$39,$110,"June 6, 2023",No scheduled order date
"June 2, 2023",5D7UPCSNCX,Luca,Cognac,3167COG,Delivered,2,$79,$205,"June 6, 2023",No scheduled order date
"June 2, 2023",5D7UPCSNCX,Hale Crossbody/Wristlet,Black,4151BLK,Delivered,1,$79,$205,"June 6, 2023",No scheduled order date
"June 2, 2023",5D7UPCSNCX,Mick Crossbody,Charcoal,5127CHA,Delivered,1,$59,$160,"June 6, 2023",No scheduled order date
"June 2, 2023",6UB2EQM7FA,Ezra,Oat,3173OAT,Delivered,1,$49,$132.50,"June 6, 2023",No scheduled order date
"June 2, 2023",6UB2EQM7FA,Athena,Oat,7803OAT,Delivered,1,$65,$175,"June 6, 2023",No scheduled order date
"June 2, 2023",6UB2EQM7FA,Athena,Poppy,7803POP,Delivered,2,$65,$175,"June 6, 2023",No scheduled order date
"June 5, 2023",CT7244ZZHS,Margie,Buff,2623BUF,Canceled,1,$65,$175,No ship date,No scheduled order date
"June 5, 2023",CT7244ZZHS,Margie,Charcoal,2623CHA,Canceled,1,$65,$175,No ship date,No scheduled order date
"June 5, 2023",CT7244ZZHS,Margie,Tan,2623TAN,Canceled,1,$65,$175,No ship date,No scheduled order date
"June 5, 2023",CT7244ZZHS,Harbor,Charcoal,3105CHA,Canceled,1,$65,$175,No ship date,No scheduled order date
"June 5, 2023",CT7244ZZHS,Harbor,Cognac,3105COG,Canceled,1,$65,$175,No ship date,No scheduled order date
"June 5, 2023",CT7244ZZHS,Harbor,Oat,3105OAT,Canceled,1,$65,$175,No ship date,No scheduled order date
"June 5, 2023",CT7244ZZHS,Peck Crossbody,Black,3556BLK,Canceled,1,$79,$205,No ship date,No scheduled order date
"June 5, 2023",CT7244ZZHS,Peck Crossbody,Charcoal,3556CHA,Canceled,1,$79,$205,No ship date,No scheduled order date
"June 5, 2023",CT7244ZZHS,Peck Crossbody,Cognac,3556COG,Canceled,1,$79,$205,No ship date,No scheduled order date
"June 5, 2023",CT7244ZZHS,Peck Crossbody,Rosa,3556RSA,Canceled,1,$79,$205,No ship date,No scheduled order date
"June 5, 2023",CT7244ZZHS,Bianca,Cognac,5128COG,Canceled,1,$89,$230,No ship date,No scheduled order date
"June 5, 2023",CT7244ZZHS,Bianca,Honey,5128HON,Canceled,1,$89,$230,No ship date,No scheduled order date
"June 2, 2023",RXAMD5244H,LILLY,Cognac,2522COG,Delivered,1,$44,$122.50,"June 6, 2023",No scheduled order date
"June 2, 2023",RXAMD5244H,Ezra,Orange,3173ORG,Delivered,1,$49,$132.50,"June 6, 2023",No scheduled order date
"June 2, 2023",RXAMD5244H,Fleming Crossbody,Cognac,3205COG,Delivered,1,$79,$205,"June 6, 2023",No scheduled order date
"June 2, 2023",RXAMD5244H,Cooper Crossbody,Black,3225BLK,Delivered,2,$55,$150,"June 6, 2023",No scheduled order date
"June 2, 2023",RXAMD5244H,Cooper Crossbody,Cognac,3225COG,Delivered,2,$55,$150,"June 6, 2023",No scheduled order date
"June 2, 2023",RXAMD5244H,Becca Crossbody,Cognac,3235COG,Delivered,1,$79,$205,"June 6, 2023",No scheduled order date
"June 2, 2023",RXAMD5244H,89 Degrees Wristlet,Cognac,3237COG,Delivered,1,$44,$125,"June 6, 2023",No scheduled order date
"June 2, 2023",RXAMD5244H,Pippa,Black,3555BLK,Delivered,2,$65,$175,"June 6, 2023",No scheduled order date
"June 2, 2023",RXAMD5244H,Miller,Denim,5111DNM,Delivered,1,$49,$132.50,"June 6, 2023",No scheduled order date
"June 2, 2023",RXAMD5244H,Miller,Oat,5111OAT,Delivered,2,$49,$132.50,"June 6, 2023",No scheduled order date
"June 2, 2023",RXAMD5244H,Ezra,Lemon,3173LMN,Delivered,1,$49,$132.50,"June 6, 2023",No scheduled order date
"June 2, 2023",RXAMD5244H,89 Degrees Wristlet,Black,3237BLK,Delivered,1,$44,$125,"June 6, 2023",No scheduled order date
"June 2, 2023",RXAMD5244H,Miller,Cognac,5111COG,Delivered,2,$49,$132.50,"June 6, 2023",No scheduled order date
"June 2, 2023",DQAXZP67AV,Dalton,Hunter,3115HUNT,Delivered,2,$105,$275,"June 6, 2023",No scheduled order date
"June 2, 2023",DQAXZP67AV,Milano Tote/Crossbody,Grass,3121GRS,Delivered,1,$79,$210,"June 6, 2023",No scheduled order date
"June 2, 2023",DQAXZP67AV,Mason,Orange,3190ORG,Delivered,1,$89,$230,"June 6, 2023",No scheduled order date
"June 2, 2023",DQAXZP67AV,Fabian,Lemon,3200LMN,Delivered,1,$79,$210,"June 6, 2023",No scheduled order date
"June 2, 2023",DQAXZP67AV,Conley Backpack/Crossbody,Denim,3221DNM,Delivered,1,$89,$230,"June 6, 2023",No scheduled order date
"June 2, 2023",DQAXZP67AV,Cooper Crossbody,Denim,3225DNM,Delivered,1,$55,$150,"June 6, 2023",No scheduled order date
"June 2, 2023",DQAXZP67AV,Cooper Crossbody,Orange,3225ORG,Delivered,1,$55,$150,"June 6, 2023",No scheduled order date
"June 2, 2023",DQAXZP67AV,Cooper Crossbody,Oxblood,3225OXB,Delivered,1,$55,$150,"June 6, 2023",No scheduled order date
"June 2, 2023",DQAXZP67AV,Pippa,Grass,3555GRS,Delivered,1,$65,$175,"June 6, 2023",No scheduled order date
"June 2, 2023",DQAXZP67AV,Eloise,Black,4655BLK,Delivered,1,$22,$62.50,"June 6, 2023",No scheduled order date
"June 2, 2023",DQAXZP67AV,Eloise,Hunter,4655HUNT,Delivered,1,$22,$62.50,"June 6, 2023",No scheduled order date
"June 2, 2023",DQAXZP67AV,Joplin Tote/Crossbody,Cognac,5230COG,Delivered,1,$109,$285,"June 6, 2023",No scheduled order date
"June 2, 2023",DQAXZP67AV,Athena,Cognac,7803COG,Delivered,2,$65,$175,"June 6, 2023",No scheduled order date
"June 2, 2023",DQAXZP67AV,Athena,Oxblood,7803OXB,Delivered,1,$65,$175,"June 6, 2023",No scheduled order date
"June 2, 2023",DQAXZP67AV,Athena,Poppy,7803POP,Delivered,1,$65,$175,"June 6, 2023",No scheduled order date
"June 2, 2023",DQAXZP67AV,Terry,Grass,3138GRS,Delivered,1,$39,$110,"June 6, 2023",No scheduled order date
"June 2, 2023",DQAXZP67AV,Gita,Poppy,3179POP,Delivered,1,$89,$230,"June 6, 2023",No scheduled order date
"June 2, 2023",CHY5ESMPJ7,Margie,Tan,2623TAN,Canceled,1,$65,$175,No ship date,No scheduled order date
"June 2, 2023",CHY5ESMPJ7,Kaye,Cognac,3175COG,Canceled,1,$59,$160,No ship date,No scheduled order date
"June 2, 2023",CHY5ESMPJ7,Compact Card Holder/Airpod Case,Black,3733BLK,Canceled,1,$14,$30,No ship date,No scheduled order date
"June 2, 2023",CHY5ESMPJ7,Compact Card Holder/Airpod Case,Cognac,3733COG,Canceled,1,$14,$30,No ship date,No scheduled order date
"June 2, 2023",CHY5ESMPJ7,Compact Card Holder/Airpod Case,Poppy,3733POP,Canceled,1,$14,$30,No ship date,No scheduled order date
"June 2, 2023",CHY5ESMPJ7,Eloise,Anthracite,4655ANTH,Canceled,1,$22,$62.50,No ship date,No scheduled order date
"June 2, 2023",CHY5ESMPJ7,Eloise,Black,4655BLK,Canceled,1,$22,$62.50,No ship date,No scheduled order date
"June 2, 2023",CHY5ESMPJ7,Eloise,Hunter,4655HUNT,Canceled,1,$22,$62.50,No ship date,No scheduled order date
"June 2, 2023",CHY5ESMPJ7,Eloise,Stone,4655STN,Canceled,1,$22,$62.50,No ship date,No scheduled order date
"June 2, 2023",CHY5ESMPJ7,Mick Crossbody,Denim,5127DNM,Canceled,1,$59,$160,No ship date,No scheduled order date
"June 2, 2023",CHY5ESMPJ7,Mick Crossbody,Orange,5127ORG,Canceled,1,$59,$160,No ship date,No scheduled order date
"June 2, 2023",CHY5ESMPJ7,Mick Crossbody,Tan,5127TAN,Canceled,1,$59,$160,No ship date,No scheduled order date
"June 2, 2023",CHY5ESMPJ7,Kaye,Charcoal,3175CHA,Canceled,1,$59,$160,No ship date,No scheduled order date
"June 2, 2023",CHY5ESMPJ7,Compact Card Holder/Airpod Case,White,3733WHT,Canceled,1,$14,$30,No ship date,No scheduled order date
"June 2, 2023",CHY5ESMPJ7,Eloise,Orange,4655ORG,Canceled,1,$22,$62.50,No ship date,No scheduled order date
"June 2, 2023",CHY5ESMPJ7,Eloise,Sky Blue,4655SBLU,Canceled,1,$22,$62.50,No ship date,No scheduled order date
"June 2, 2023",U6FU3XJ225,Cleo,Hazel,3148HZL,Delivered,1,$59,$165,"June 6, 2023",No scheduled order date
"June 2, 2023",U6FU3XJ225,Cleo,Lemon,3148LMN,Delivered,1,$59,$165,"June 6, 2023",No scheduled order date
"June 2, 2023",U6FU3XJ225,Malabar,Lemon,3186LMN,Delivered,1,$65,$175,"June 6, 2023",No scheduled order date
"June 2, 2023",U6FU3XJ225,Malabar,Poppy,3186POP,Delivered,1,$65,$175,"June 6, 2023",No scheduled order date
"June 2, 2023",U6FU3XJ225,Athena,Oxblood,7803OXB,Delivered,1,$65,$175,"June 6, 2023",No scheduled order date
"June 2, 2023",U6FU3XJ225,Athena,Poppy,7803POP,Delivered,1,$65,$175,"June 6, 2023",No scheduled order date
"June 2, 2023",U6FU3XJ225,Terry,Black,3138BLK,Delivered,1,$39,$110,"June 6, 2023",No scheduled order date
"June 2, 2023",U6FU3XJ225,Terry,Charcoal,3138CHA,Delivered,1,$39,$110,"June 6, 2023",No scheduled order date
"June 2, 2023",U6FU3XJ225,Terry,Cognac,3138COG,Delivered,1,$39,$110,"June 6, 2023",No scheduled order date
"June 2, 2023",U6FU3XJ225,Terry,Denim,3138DNM,Delivered,1,$39,$110,"June 6, 2023",No scheduled order date
"June 2, 2023",U6FU3XJ225,Terry,Honey,3138HON,Delivered,1,$39,$110,"June 6, 2023",No scheduled order date
"June 2, 2023",U6FU3XJ225,Terry,Hazel,3138HZL,Delivered,1,$39,$110,"June 6, 2023",No scheduled order date
"June 2, 2023",U6FU3XJ225,Terry,Oat,3138OAT,Delivered,1,$39,$110,"June 6, 2023",No scheduled order date
"June 2, 2023",U6FU3XJ225,Terry,Oxblood,3138OXB,Delivered,1,$39,$110,"June 6, 2023",No scheduled order date
"June 2, 2023",U6FU3XJ225,Terry,Poppy,3138POP,Delivered,1,$39,$110,"June 6, 2023",No scheduled order date
"June 2, 2023",U6FU3XJ225,Terry,Rosa,3138RSA,Delivered,1,$39,$110,"June 6, 2023",No scheduled order date
"June 2, 2023",U6FU3XJ225,Terry,Sky Blue,3138SBLU,Delivered,1,$39,$110,"June 6, 2023",No scheduled order date
