Brand Name,Average Rating,Number of Reviews,First Order Minimum Amount,Minimum Order Amount,Reorder Minimum Amount,Sold on Amazon,Eco-Friendly,Hand-Made,Charitable,Organic,Woman Owned,Small Batch,Upper Bound Lead Time Days,Lower Bound Lead Time Days
Odd Sox,4.9,49,150.0,150.0,100.0,True,False,False,False,False,False,False,5,2
Socks n Socks,4.8,63,200.0,200.0,150.0,True,False,False,False,False,False,False,3,1
menique,4.9,64,100.0,100.0,100.0,True,True,True,False,True,True,False,20,11
"Shinesty, Inc",5.0,4,150.0,150.0,100.0,True,True,False,False,False,False,False,5,3
Crazy Dog T-Shirts,4.6,70,100.0,100.0,100.0,True,False,False,False,False,False,False,7,4
