tokens,creation_reasons,states,fulfillment_states,sources,brand_contacted_at_values,first_order_for_brand_values,very_first_order_for_brand_values,retailer_tokens,payout_total_values,retailer_names,retailer_website_urls,retailer_store_types
bo_93vz4gpg5c,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1705903687000,True,True,r_9immfion,59741,A & A village treasures,http://aavillagetreasures.com/,
bo_ped7bge9jc,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1705812787000,True,True,r_465flmrwjl,12837,St. Michael's Mens Apparel,http://StMichaelsMensApparel.com,Clothing Boutique
bo_56sg6h6peb,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1705549294000,True,True,r_c6j2c3jcnj,33637,Dd's Closet,https://maps.google.com/?cid=4678647216065722985,Clothing Boutique
bo_dh5dhs8y4x,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1705447160000,False,False,r_dmvka38vu8,81895,Big Dick's Salty Seaman LLC,,Clothing Boutique
bo_mvyedacqdy,NEW_ORDER,CANCELED,CANCELED,MARKETPLACE,1705423180000,True,True,r_g757an2p2c,0,Emily Kaye Bridal,http://emilykayebridal.com/,Clothing Boutique
bo_aq6znu329y,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1705189791000,True,True,r_rdveq4kcfc,17459,Troutman's Dry Goods Store,http://troutmansdrygoods.com/,
bo_9dg3m78khy,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1704990755000,True,True,r_bjh8mb84ue,12837,The Stitching Heifers,http://www.facebook.com/thestitchingheifers,Clothing Boutique
bo_hxdmxwmc3f,REPLACE_DAMAGED_OR_MISSING_ITEMS,CANCELED,CANCELED,MARKETPLACE,1704913997000,False,False,r_1g6zjos83y,0,Amazing Lace,,
bo_mekxfufqcm,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1704413200000,True,True,r_zgry3x8fzz,12837,Jasper County Lumber Co.,https://maps.google.com/?cid=14419473912292850571,Clothing Boutique
bo_dfgrv9mzxe,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1703964611000,True,True,r_dmvka38vu8,45029,Big Dick's Salty Seaman LLC,,Clothing Boutique
bo_4cwenh6qw8,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1703173666000,False,False,r_1g6zjos83y,25551,Amazing Lace,,
bo_8w4vccjdtr,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1702598899000,True,True,r_8n1d2bbo0g,19406,Better With Bubbli,http://betterwithbubbli.com/,Clothing Boutique
bo_rtbtkrzmap,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1702583299000,False,False,r_1g6zjos83y,38361,Amazing Lace,,
bo_gvxacgcufm,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1702579099000,True,True,r_vu1kr4sqfi,19406,Marlowe Boutique,https://www.instagram.com/shopmarloweboutique/?hl=en,Clothing Boutique
bo_m8h33pmj3c,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1702503236000,False,False,r_1iceu5ajuf,77556,Charisma,,Clothing Boutique
bo_u5p2jrvcaj,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1702064956000,True,True,r_f3xwm2hqer,17142,Glitz Glam and Rebellion,http://glitzglamandrebellion.com/,Clothing Boutique
bo_gdgxs7jwqt,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1701714833000,False,False,r_1g6zjos83y,27218,Amazing Lace,,
bo_z3uvztjt4y,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1701534401000,False,False,r_62i6i0hp,15659,Bridge Street Exchange,http://www.bridgestreetexchange.com,Clothing Boutique
bo_tpskpng3e5,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1701353294000,True,True,r_pxc711toka,25599,Walt's Market,http://www.waltsmarketnd.com,Home Decor Store
bo_rgbktxv6gd,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1701310774000,True,True,r_5rjrtur07d,32481,Rose Ink Boutique,https://roseinkboutique.com,Clothing Boutique
bo_y9sev8dbcj,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1701267951000,True,True,r_72ezhkm3pw,11773,Pinup Pixie Boutique,http://www.pinuppixieboutique.com/,Clothing Boutique
bo_j2ntg9whck,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1701185427000,True,True,r_58vw7f0gux,14250,Brown's Accents,http://www.brownsaccentscandles.com,Clothing Boutique
bo_78tpbamgq3,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1701028158000,True,True,r_1iceu5ajuf,46116,Charisma,,Clothing Boutique
bo_wkqqgyx6qv,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1701013758000,True,True,r_62i6i0hp,26216,Bridge Street Exchange,http://www.bridgestreetexchange.com,Clothing Boutique
bo_crdadbzk55,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1700960958000,True,True,r_atdwjddxrt,11685,1809 Evergreen,,Clothing Boutique
bo_4mccm6h5bf,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1700947758000,True,True,r_12eedtcy61,39677,Dolores Outfitters,http://www.doloresoutfitters.com,
bo_hj9mss5snc,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1700935458000,True,True,r_e8xspbr4sg,45201,Neesh,http://neesh-wear.com,Clothing Boutique
bo_deyhyske8f,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1700804158000,True,True,r_a8kabiyn,25191,"Savvy Parke Purcell,Ok",,Gift Store
bo_x2maepfnzt,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1700444098000,True,True,r_6ybqhqee,18789,Frock Boutique,http://www.frockboutique.com/,Clothing Boutique
bo_wpvhn4xucu,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1700434198000,True,True,r_1g6zjos83y,88761,Amazing Lace,,
bo_n8zgnrcgbs,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1700416198000,True,True,r_cr3fxxms9z,15486,Buttermuffin Smoke Shop,https://www.instagram.com/buttermuffinsmokeshop/?hl=en,Clothing Boutique
