Brand Name,Average Rating,Number of Reviews,First Order Minimum Amount,Minimum Order Amount,Reorder Minimum Amount,Sold on Amazon,Eco-Friendly,Hand-Made,Charitable,Organic,Woman Owned,Small Batch,Upper Bound Lead Time Days,Lower Bound Lead Time Days
Dolan Geiman,5.0,54,100.0,100.0,0.0,False,False,False,False,False,False,False,7,4
Elana Gabrielle,5.0,108,150.0,150.0,100.0,False,True,True,False,False,True,False,5,3
Janet Hill Studio,5.0,250,150.0,150.0,150.0,True,False,False,False,False,True,False,7,4
GreenBox Art,4.8,175,100.0,100.0,100.0,True,False,False,False,False,False,False,17,8
Canyon & Cove Art,5.0,34,150.0,150.0,200.0,False,False,False,False,False,True,False,7,4
