Brand Name,Average Rating,Number of Reviews,First Order Minimum Amount,Minimum Order Amount,Reorder Minimum Amount,Sold on Amazon,Eco-Friendly,Hand-Made,Charitable,Organic,Woman Owned,Small Batch,Upper Bound Lead Time Days,Lower Bound Lead Time Days
Bambooloo,0.0,0,250.0,250.0,100.0,True,True,False,False,True,False,False,7,4
PURE FOR MEN,0.0,0,150.0,150.0,300.0,True,True,False,False,False,False,False,3,1
TUSHY,0.0,0,116.0,116.0,116.0,True,True,False,False,False,True,False,3,1
