Brand Name,Average Rating,Number of Reviews,First Order Minimum Amount,Minimum Order Amount,Reorder Minimum Amount,Sold on Amazon,Eco-Friendly,Hand-Made,Charitable,Organic,Woman Owned,Small Batch,Upper Bound Lead Time Days,Lower Bound Lead Time Days
Indigo Tangerine,4.9,487,150.0,150.0,150.0,False,False,False,False,False,True,False,7,4
Paper Farm Press,4.8,25,50.0,50.0,100.0,False,True,False,False,False,True,False,7,4
Design Imports,4.8,384,300.0,300.0,300.0,True,False,False,False,False,False,False,7,4
Bon Artis,5.0,1,200.0,200.0,200.0,True,False,False,False,False,False,False,10,8
Driftless Studios,5.0,4052,50.0,50.0,50.0,False,True,True,False,False,False,False,3,1
