tokens,creation_reasons,states,fulfillment_states,sources,brand_contacted_at_values,first_order_for_brand_values,very_first_order_for_brand_values,retailer_tokens,payout_total_values,retailer_names,retailer_website_urls,retailer_store_types
bo_fwhxu7ktr5,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1694108113000,False,False,r_6sfd7xnd,25782,MALABAR,http://www.malabarshop.com/,
bo_42svqq7mhc,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1692370003000,True,True,r_6sfd7xnd,25326,MALABAR,http://www.malabarshop.com/,
bo_xnucgc37c8,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1691039816000,True,True,r_tvp9nf3k73,25951,Kopper Kettle Kafe & Katering Co.,https://maps.google.com/?cid=3076261961279649179,Cafe or Restaurant
bo_hebb8ngne2,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1689910191000,False,False,r_ews6m54imp,23574,Nest,http://nestsf.com,
bo_fgsg24txbs,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1689890091000,False,False,r_b353qslbmb,95866,posh,http://www.poshchicago.com/,Gift Store
bo_abbmz5rzwh,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1689876342000,True,True,r_63fdylef,76398,La Petite Maison,http://www.lapetitemaison.us/,General or Mercantile Store
bo_gjmb46abn2,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1689809417000,False,False,r_2t6186m1xz,20191,Galena Forest Flowers,http://galenaforestflowers.com,Florist or Garden Store
bo_gjmjs3fkya,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1689630219000,False,False,r_ews6m54imp,23812,Nest,http://nestsf.com,
bo_6maxaww7pe,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1689612536000,False,False,r_671htvly,19992,Shake the Tree,http://www.shakethetreeboston.com/,
bo_8guh9egq8s,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1689201925000,True,True,r_92p8w6a9we,21927,Kitchenwitch,http://kitchenwitchjp.com/,
bo_3z2zshp8cr,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1689001805000,True,True,r_jc3mswqx68,21310,The Eccentric Cat,http://theeccentriccat.com/,Clothing Boutique
bo_sherk57vrp,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1688149519000,True,True,r_3q01277c,44597,PETI Boutique,https://www.petiboutique.com,Clothing Boutique
bo_4b44bc3e7s,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1686964053000,False,False,r_ews6m54imp,26746,Nest,http://nestsf.com,
bo_cjrg38pu52,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1685726290000,False,False,r_b353qslbmb,97530,posh,http://www.poshchicago.com/,Gift Store
bo_ean49bece7,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1682352691000,True,True,r_8xqsj223,40120,Sun River Gardens,http://www.sunrivergardens.com/,Florist or Garden Store
bo_v2mfctg62b,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1682019864000,False,False,r_671htvly,26590,Shake the Tree,http://www.shakethetreeboston.com/,
bo_ac2r96ccyx,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1681921794000,True,True,r_ews6m54imp,26780,Nest,http://nestsf.com,
bo_uqn6skrw4d,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1680454175000,True,True,r_cjjk7fztoh,20760,ReFind Decor,http://www.ReFindDecorCo.com,Home Decor Store
bo_x742q2hu2f,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1676239250000,True,True,r_avfocv7o,72260,Isadora Popper,http://www.isadorapopper.com,General or Mercantile Store
bo_j96tnttr4m,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1673282818000,True,True,r_b353qslbmb,147040,posh,http://www.poshchicago.com/,Gift Store
bo_8xyyjm5t7z,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1673050318000,True,True,r_671htvly,27680,Shake the Tree,http://www.shakethetreeboston.com/,
bo_fwdhewqw5k,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1672445305000,True,True,r_2t6186m1xz,20710,Galena Forest Flowers,http://galenaforestflowers.com,Florist or Garden Store
bo_dqmrvtt9bm,NEW_ORDER,CANCELED,CANCELED,MARKETPLACE,1667241496000,True,True,r_3e9fd9u7gw,0,kelly lewis cards & gifts,http://kellylewis.shop/,Gift Store
bo_nd42d9yj2h,NEW_ORDER,CANCELED,CANCELED,MARKETPLACE,1667151196000,True,True,r_2t6186m1xz,0,Galena Forest Flowers,http://galenaforestflowers.com,Florist or Garden Store
