title,sort_key,brand_token,brand_name,min_option_retail_price,order,execution_date,execution_timestamp,search_query
Natural Tote Bag - Varies Designs,Tote Bag:2024-06-28T17:23:18.943783:6,b_cgccgspd68,Nurture Goods,"{'amount_cents': 1064, 'currency': 'USD', 'original_amount_cents': 1595, 'original_currency': 'AUD'}",6,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
TBF Organic Cotton Canvas Gusset Tote Bags By Pack - OR110,Tote Bag:2024-06-28T17:23:18.943783:7,b_9ns7v1vn8m,TBF,"{'amount_cents': 548, 'currency': 'USD'}",7,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Pet Theme Printed Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:8,b_9h14am9qkj,Mabelle Home,"{'amount_cents': 210, 'currency': 'USD'}",8,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Organic Cotton Quilted Block Print Jaipuri Handmade Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:9,b_f8f3cs4bc2,Bhawana Handicrafts,"{'amount_cents': 3599, 'currency': 'USD'}",9,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Gothic Creepy Things Polycotton Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:10,b_8qes2mzglv,Something Different Wholesale,"{'amount_cents': 928, 'currency': 'USD', 'original_amount_cents': 734, 'original_currency': 'GBP'}",10,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
TBF Quality Canvas Tote Bags w/Gusset - TG200,Tote Bag:2024-06-28T17:23:18.943783:11,b_9ns7v1vn8m,TBF,"{'amount_cents': 616, 'currency': 'USD'}",11,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Soli Beach Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:12,b_6cd7w7y9md,Sunni Scenes,"{'amount_cents': 2668, 'currency': 'USD', 'original_amount_cents': 4000, 'original_currency': 'AUD'}",12,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Plain Versatile Wide Canvas Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:13,b_1e67dn411w,Cap Zone,"{'amount_cents': 900, 'currency': 'USD'}",13,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
HDG3966 - PLAIN CANVAS TOTE BAG,Tote Bag:2024-06-28T17:23:18.943783:14,b_79zqq8sddw,MYS Wholesale Inc,"{'amount_cents': 525, 'currency': 'USD'}",14,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Bookish Dino Polyester Canvas Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:15,b_2a7zqtkngd,256 Craft Co,"{'amount_cents': 1200, 'currency': 'USD'}",15,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
N°49 floral printed cotton tote bag,Tote Bag:2024-06-28T17:23:18.943783:16,b_7e8qt25fx7,Claire Beaugrand,"{'amount_cents': 1658, 'currency': 'USD', 'original_amount_cents': 1550, 'original_currency': 'EUR'}",16,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Vintage Corduroy Smiley Face Shoulder Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:17,b_qrthtbpuwu,Funkyrel® Atzbranding Limited,"{'amount_cents': 2000, 'currency': 'USD'}",17,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
CWAB1952_SOLID COLOR VINTAGE KNIT TOTE BAG,Tote Bag:2024-06-28T17:23:18.943783:18,b_gd86yguu29,NINEXIS,"{'amount_cents': 1200, 'currency': 'USD'}",18,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Canvas Tote Bag With Leather Handle ( 189TV/HH);,Tote Bag:2024-06-28T17:23:18.943783:19,b_r8qnqj83vn,H-H,"{'amount_cents': 270, 'currency': 'USD'}",19,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
MB0203 Stella Boho Pattern Fringe Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:20,b_f2s9m5j5tr,MiMi Wholesale,"{'amount_cents': 2375, 'currency': 'USD'}",20,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Vintage Floral Corduroy Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:21,b_qrthtbpuwu,Funkyrel® Atzbranding Limited,"{'amount_cents': 2200, 'currency': 'USD'}",21,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Let Me Consult My Crystals Polycotton Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:22,b_8qes2mzglv,Something Different Wholesale,"{'amount_cents': 884, 'currency': 'USD', 'original_amount_cents': 699, 'original_currency': 'GBP'}",22,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
TBF Heavy Cotton Denim Convention Tote Bag - TF270,Tote Bag:2024-06-28T17:23:18.943783:23,b_9ns7v1vn8m,TBF,"{'amount_cents': 1196, 'currency': 'USD'}",23,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
American Flag Burlap Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:24,b_99x4e5i9x3,Anarchy Street,"{'amount_cents': 2199, 'currency': 'USD'}",24,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
N°59 floral printed cotton tote bag,Tote Bag:2024-06-28T17:23:18.943783:25,b_7e8qt25fx7,Claire Beaugrand,"{'amount_cents': 1658, 'currency': 'USD', 'original_amount_cents': 1550, 'original_currency': 'EUR'}",25,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Thrift Store Funny Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:26,b_fqjyfz3u46,Sister Ray,"{'amount_cents': 1498, 'currency': 'USD'}",26,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Luna Moth Polycotton Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:27,b_8qes2mzglv,Something Different Wholesale,"{'amount_cents': 884, 'currency': 'USD', 'original_amount_cents': 699, 'original_currency': 'GBP'}",27,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Vintage Camping Tote bag,Tote Bag:2024-06-28T17:23:18.943783:28,b_qrthtbpuwu,Funkyrel® Atzbranding Limited,"{'amount_cents': 2000, 'currency': 'USD'}",28,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Custom Printed Logo Design Reusable Woven Jute Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:29,b_aywbakgus6,Weddingstar Inc.,"{'amount_cents': 1200, 'currency': 'USD'}",29,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
MESH TOTE BAG LARGE CAPACITY TRANSPARENT BEACH BAG_CWAB1927,Tote Bag:2024-06-28T17:23:18.943783:30,b_3eopd3scey,ACCITY,"{'amount_cents': 3450, 'currency': 'USD'}",30,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Thrifting  & Coffee Tote Bag 2 SIZES,Tote Bag:2024-06-28T17:23:18.943783:31,b_mf02zhhodr,Love You a Latte Shop,"{'amount_cents': 3000, 'currency': 'USD'}",31,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Lemon Beach Bag - Italian Tote Bag - Lemon Italy Tote,Tote Bag:2024-06-28T17:23:18.943783:32,b_ywgepj8qzt,King Of Handmade,"{'amount_cents': 4400, 'currency': 'USD'}",32,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Custom Branded Tote Bag - Your Shop Logo on a Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:33,b_cf95yuhnpk,ZZZEBRAAA LIMITED,"{'amount_cents': 1264, 'currency': 'USD', 'original_amount_cents': 999, 'original_currency': 'GBP'}",33,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Straw Braid Square Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:34,b_4ahkhhvtpz,Collections by Fame Accessories,"{'amount_cents': 2599, 'currency': 'USD'}",34,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
"woodland tote bag, khaki gusseted nature lover library bag",Tote Bag:2024-06-28T17:23:18.943783:35,b_8lo8fvrd5q,"oh, little wren","{'amount_cents': 1650, 'currency': 'USD'}",35,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
MB0254 Taytum Aztec Print Tassel Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:36,b_f2s9m5j5tr,MiMi Wholesale,"{'amount_cents': 1875, 'currency': 'USD'}",36,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
"Donald, Highland Cow Tote Shopping Bag",Tote Bag:2024-06-28T17:23:18.943783:37,b_csqtpppskd,Field and Fur Gifts,"{'amount_cents': 884, 'currency': 'USD', 'original_amount_cents': 699, 'original_currency': 'GBP'}",37,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Fluent in Fowl Language Funny Saying 12 oz Canvas Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:38,b_azt0lcrk08,Avery Lane Gifts,"{'amount_cents': 1795, 'currency': 'USD'}",38,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Resting Beach Face Tote Bag 2 SIZES,Tote Bag:2024-06-28T17:23:18.943783:39,b_mf02zhhodr,Love You a Latte Shop,"{'amount_cents': 3000, 'currency': 'USD'}",39,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
tote bag | outside cats,Tote Bag:2024-06-28T17:23:18.943783:40,b_8tzocfohje,ilikesara | art + goods,"{'amount_cents': 2600, 'currency': 'USD'}",40,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Custom Small Canvas Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:41,b_5t3ktqcja2,EnchantingSunshine,"{'amount_cents': 1300, 'currency': 'USD'}",41,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Convertible Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:42,b_f3666j5azz,Lori Barcelona,"{'amount_cents': 7274, 'currency': 'USD', 'original_amount_cents': 6800, 'original_currency': 'EUR'}",42,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Everyday Canvas Tote Bag (Black / Navy),Tote Bag:2024-06-28T17:23:18.943783:43,b_kgwum6v7f2,US Bags,"{'amount_cents': 1499, 'currency': 'USD'}",43,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
All I Need is More Flowers Eco Friendly Canvas Tote Bag | Summer Gift | Reusable Bag,Tote Bag:2024-06-28T17:23:18.943783:44,b_dm3ya5ei5w,Nature Supply Co,"{'amount_cents': 1399, 'currency': 'USD'}",44,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
She is the Storm / Sunflower / Inspirational Canvas Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:45,b_w3s9m2yjmy,Dark Horse Dream Designs LLC,"{'amount_cents': 1499, 'currency': 'USD'}",45,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Design Your Own Large Canvas Tote Bag - PRINTED BOTH SIDES,Tote Bag:2024-06-28T17:23:18.943783:46,b_hzgw4eawhm,Sockprints,"{'amount_cents': 2250, 'currency': 'USD'}",46,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Large Capacity Embroidered Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:47,b_qrthtbpuwu,Funkyrel® Atzbranding Limited,"{'amount_cents': 2300, 'currency': 'USD'}",47,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Green Blooms Tote Bag ,Tote Bag:2024-06-28T17:23:18.943783:48,b_2cez78ecsd,Heart of Grace,"{'amount_cents': 4800, 'currency': 'USD'}",48,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Shop Local Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:49,b_wna3wn753b,Now Designs by Danica,"{'amount_cents': 1000, 'currency': 'USD'}",49,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
My Weekend Is Fully Booked Canvas Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:50,b_2a7zqtkngd,256 Craft Co,"{'amount_cents': 1200, 'currency': 'USD'}",50,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
New Mercies New Morning Non-Woven Coated Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:51,b_3811aa80,Christian Art Gifts,"{'amount_cents': 499, 'currency': 'USD'}",51,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
N°56 floral printed cotton tote bag,Tote Bag:2024-06-28T17:23:18.943783:52,b_7e8qt25fx7,Claire Beaugrand,"{'amount_cents': 1658, 'currency': 'USD', 'original_amount_cents': 1550, 'original_currency': 'EUR'}",52,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Black Gothic Ouija Talking Board Polycotton Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:53,b_8qes2mzglv,Something Different Wholesale,"{'amount_cents': 884, 'currency': 'USD', 'original_amount_cents': 699, 'original_currency': 'GBP'}",53,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Plants & Coffee Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:54,b_8ffj6ekhvm,Axle Rose Co,"{'amount_cents': 1500, 'currency': 'USD'}",54,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Auger Brown XL Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:55,b_a515c03k,Le Papillon,"{'amount_cents': 3400, 'currency': 'USD'}",55,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Checkered Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:56,b_4f1f7699,Anchal,"{'amount_cents': 7400, 'currency': 'USD'}",56,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Tiger Tote Bags | Aqua Blue Quilted Bag | Large Travel Totes,Tote Bag:2024-06-28T17:23:18.943783:57,b_1ml0nwlfxb,Folklore Couture,"{'amount_cents': 5200, 'currency': 'USD'}",57,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Tote Bag - NS04,Tote Bag:2024-06-28T17:23:18.943783:58,b_73trddk7t8,No Sweat,"{'amount_cents': 493, 'currency': 'USD', 'original_amount_cents': 390, 'original_currency': 'GBP'}",58,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
"Baxter, Highland Cow Tote Shopping Bag",Tote Bag:2024-06-28T17:23:18.943783:59,b_csqtpppskd,Field and Fur Gifts,"{'amount_cents': 884, 'currency': 'USD', 'original_amount_cents': 699, 'original_currency': 'GBP'}",59,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Flower Vine Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:60,b_99x4e5i9x3,Anarchy Street,"{'amount_cents': 2299, 'currency': 'USD'}",60,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
"Jute Market Tote, Sustainable Tote Bag – SMALL CASE PACKS",Tote Bag:2024-06-28T17:23:18.943783:61,b_4eo6nshvut,Out of the Woods™ by KeepCool Bags,"{'amount_cents': 2600, 'currency': 'USD'}",61,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Eye of The Tiger Quilted  Tote Bag  ,Tote Bag:2024-06-28T17:23:18.943783:62,b_2cez78ecsd,Heart of Grace,"{'amount_cents': 5200, 'currency': 'USD'}",62,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Big Puffer Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:63,b_pn7zgrw8jf,1st Allie,"{'amount_cents': 2700, 'currency': 'USD'}",63,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Small Daisies Embroidery Linen Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:64,b_pymvm8uh5h,Quince Fables,"{'amount_cents': 3400, 'currency': 'USD'}",64,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Pink Bow Pink Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:65,b_drytsgkkmb,Vanilla,"{'amount_cents': 2700, 'currency': 'USD'}",65,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
"Practical Magic | Salt, Rosemary, Lavender Tote Bag",Tote Bag:2024-06-28T17:23:18.943783:66,b_ebssjsb8s6,Fables and Fae,"{'amount_cents': 1499, 'currency': 'USD'}",66,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Custom Beach Tote Bag with Rope Handles - Personalized,Tote Bag:2024-06-28T17:23:18.943783:67,b_hzgw4eawhm,Sockprints,"{'amount_cents': 2500, 'currency': 'USD'}",67,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
French raw linen tote bag - shopping bag,Tote Bag:2024-06-28T17:23:18.943783:68,b_nt5zxy8cb8,Maison Masarin,"{'amount_cents': 3744, 'currency': 'USD', 'original_amount_cents': 3500, 'original_currency': 'EUR'}",68,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Forest Floor Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:69,b_9xttvz196e,Nature Walk,"{'amount_cents': 1700, 'currency': 'USD'}",69,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Upcycle Patch Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:70,b_7xoc9c24wl,Lakhays Collection Inc.,"{'amount_cents': 1600, 'currency': 'USD'}",70,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Classic Canvas Tote Bag Large Private Label,Tote Bag:2024-06-28T17:23:18.943783:71,b_7uhhtfna,ShoreBags,"{'amount_cents': 7500, 'currency': 'USD'}",71,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Customized Value Cotton Tote Bag With Your Logo/Text,Tote Bag:2024-06-28T17:23:18.943783:72,b_n7cfdx7h3b,BAGANDCANVAS,"{'amount_cents': 276, 'currency': 'USD'}",72,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Book Lover Tote Bag: Enemies to Lovers Romance Trope,Tote Bag:2024-06-28T17:23:18.943783:73,b_t2645ygp2t,Opal and June,"{'amount_cents': 1685, 'currency': 'USD'}",73,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Waterproof Beach Tote Bag (MM),Tote Bag:2024-06-28T17:23:18.943783:74,b_6l28vptlbv,Puka Creations,"{'amount_cents': 5399, 'currency': 'USD'}",74,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Baggie - Handwoven Half-Moon Straw Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:75,b_qrthtbpuwu,Funkyrel® Atzbranding Limited,"{'amount_cents': 2800, 'currency': 'USD'}",75,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
SATIN PLEATED TOTE BAG CONCA BLUE,Tote Bag:2024-06-28T17:23:18.943783:76,b_6s2rexwba7,Multitudes,"{'amount_cents': 6312, 'currency': 'USD', 'original_amount_cents': 5900, 'original_currency': 'EUR'}",76,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Tulum Acrylic Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:77,b_s2psazkmw4,NALIA SWIM,"{'amount_cents': 12999, 'currency': 'USD'}",77,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Summer PVC tote bag women's handbag fashion shoulder bag,Tote Bag:2024-06-28T17:23:18.943783:78,b_3zvyk2yn8q,Little Trendy,"{'amount_cents': 3798, 'currency': 'USD'}",78,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
TBF Natural Cotton Canvas Basic Tote Bags By Pack - TB100,Tote Bag:2024-06-28T17:23:18.943783:79,b_9ns7v1vn8m,TBF,"{'amount_cents': 346, 'currency': 'USD'}",79,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Girly Bows Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:80,b_2uys6h5s2r,amarieacreates,"{'amount_cents': 2000, 'currency': 'USD'}",80,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Bubble Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:81,b_ct4wflekxr,Mugsby,"{'amount_cents': 1800, 'currency': 'USD'}",81,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Hannah Resort Tote Bag - Black Pearl,Tote Bag:2024-06-28T17:23:18.943783:82,b_2zb7ybpys4,Mavis by Herrera,"{'amount_cents': 15000, 'currency': 'USD'}",82,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Magnolia Canvas Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:83,b_85mf59rs91,Amanda Klein Co.,"{'amount_cents': 2600, 'currency': 'USD'}",83,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Bee Corduroy tote bag,Tote Bag:2024-06-28T17:23:18.943783:84,b_dcgenfq30e,Rikrack,"{'amount_cents': 2400, 'currency': 'USD'}",84,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Book Club Gang Canvas Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:85,b_2a7zqtkngd,256 Craft Co,"{'amount_cents': 1200, 'currency': 'USD'}",85,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Aria Tote Bag - Black,Tote Bag:2024-06-28T17:23:18.943783:86,b_4dfe9qvgif,Hadley Wren,"{'amount_cents': 3499, 'currency': 'USD'}",86,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Society Canvas Tote Bag with Leather Customize,Tote Bag:2024-06-28T17:23:18.943783:87,b_7uhhtfna,ShoreBags,"{'amount_cents': 6500, 'currency': 'USD'}",87,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Tan Summer Straw Natural Beach Casual Lightweight Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:88,b_99vwj55y38,AMOLI,"{'amount_cents': 3170, 'currency': 'USD'}",88,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Jute Tote Bag - Blessed - 17x13.5x6,Tote Bag:2024-06-28T17:23:18.943783:89,b_29xxo8ggi7,Swanson Christian Products,"{'amount_cents': 1999, 'currency': 'USD'}",89,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
"Lake Tote Bag, Lake Accessories, Gift Shop Accessories",Tote Bag:2024-06-28T17:23:18.943783:90,b_7pu8xh0jer,Bash,"{'amount_cents': 1800, 'currency': 'USD'}",90,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
P23111 Woven Tote Bag w/Cosmetic Pouch,Tote Bag:2024-06-28T17:23:18.943783:91,b_a9e29d0b,Pretty Persuasions,"{'amount_cents': 11250, 'currency': 'USD'}",91,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Cute and Funny Book Lover Tote Bag: Cool Kids Read Books,Tote Bag:2024-06-28T17:23:18.943783:92,b_t2645ygp2t,Opal and June,"{'amount_cents': 1685, 'currency': 'USD'}",92,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
BLANK TOTE BAGS - REGATTA POLY CANVAS,Tote Bag:2024-06-28T17:23:18.943783:93,b_hdvqujfnz6,BRAVHUT,"{'amount_cents': 1000, 'currency': 'USD'}",93,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Grain Sack Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:94,b_hqg8gbdv3q,DunnByDesigns,"{'amount_cents': 15500, 'currency': 'USD'}",94,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Basic Metallic Leather Tote Bag JIJOU CAPRI,Tote Bag:2024-06-28T17:23:18.943783:95,b_f3x4aqdj37,JIJOU CAPRI,"{'amount_cents': 11000, 'currency': 'USD'}",95,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Parrot Tote Bag,Tote Bag:2024-06-28T17:23:18.943783:96,b_99x4e5i9x3,Anarchy Street,"{'amount_cents': 2299, 'currency': 'USD'}",96,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Women's handbag leather tote bag with Zipper,Tote Bag:2024-06-28T17:23:18.943783:97,b_3zvyk2yn8q,Little Trendy,"{'amount_cents': 5998, 'currency': 'USD'}",97,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
"Custom Printed Cotton Bags, Bulk Tote Bags Personalized",Tote Bag:2024-06-28T17:23:18.943783:98,b_9nm2vmrrba,BodrumCrafts,"{'amount_cents': 1100, 'currency': 'USD'}",98,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
MKF Joelle Faux-Snake Embossed Tote bag with Wallet by Mia K,Tote Bag:2024-06-28T17:23:18.943783:99,b_csz0b2in1q,MKF Collection,"{'amount_cents': 14900, 'currency': 'USD'}",99,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Tiger Tote Bags | Purple Quilted Bag | Large Travel Totes,Tote Bag:2024-06-28T17:23:18.943783:100,b_1ml0nwlfxb,Folklore Couture,"{'amount_cents': 5200, 'currency': 'USD'}",100,2024-06-28,2024-06-28T17:23:18.943783,Tote Bag
Western Cowhide Leather Wristlet Wallet Money Coins,Wallets:2024-06-28T17:23:18.943783:1,b_sx4kc3rrkp,Boho Ranch Shop,"{'amount_cents': 2400, 'currency': 'USD'}",1,2024-06-28,2024-06-28T17:23:18.943783,Wallets
Genuine Leather Bifold Wallet Handmade Wallet for Men Rustic,Wallets:2024-06-28T17:23:18.943783:2,b_8j7pkksphx,American Leather Goods,"{'amount_cents': 2598, 'currency': 'USD'}",2,2024-06-28,2024-06-28T17:23:18.943783,Wallets
Ombre Mushroom Bifold Wallet,Wallets:2024-06-28T17:23:18.943783:3,b_7xoc9c24wl,Lakhays Collection Inc.,"{'amount_cents': 1100, 'currency': 'USD'}",3,2024-06-28,2024-06-28T17:23:18.943783,Wallets
AD003 Small But Big Card Wallet,Wallets:2024-06-28T17:23:18.943783:4,b_f2s9m5j5tr,MiMi Wholesale,"{'amount_cents': 1237, 'currency': 'USD'}",4,2024-06-28,2024-06-28T17:23:18.943783,Wallets
Longhorn Steer Western Cowhide Leather Keychain Wallet,Wallets:2024-06-28T17:23:18.943783:5,b_sx4kc3rrkp,Boho Ranch Shop,"{'amount_cents': 2400, 'currency': 'USD'}",5,2024-06-28,2024-06-28T17:23:18.943783,Wallets
Chic Printed Cork Mini Wallet for Women with Dual Zip Compartments BAG-2316,Wallets:2024-06-28T17:23:18.943783:6,b_3q5jm2vj8j,Meninas Bonitas Cork,"{'amount_cents': 760, 'currency': 'USD'}",6,2024-06-28,2024-06-28T17:23:18.943783,Wallets
GC1036 Multi Slotted Cardholder/Wallet,Wallets:2024-06-28T17:23:18.943783:7,b_f2s9m5j5tr,MiMi Wholesale,"{'amount_cents': 1125, 'currency': 'USD'}",7,2024-06-28,2024-06-28T17:23:18.943783,Wallets
"Handmade Vegan Wallet, Rug Design Wallet, Boho Wallet",Wallets:2024-06-28T17:23:18.943783:8,b_3bj4gws49s,Umays Boho,"{'amount_cents': 2500, 'currency': 'USD'}",8,2024-06-28,2024-06-28T17:23:18.943783,Wallets
Handmade Buffalo Leather Wallet,Wallets:2024-06-28T17:23:18.943783:9,b_5ewvfcqygx,The Paper High Gift Company Limited,"{'amount_cents': 3409, 'currency': 'USD', 'original_amount_cents': 2695, 'original_currency': 'GBP'}",9,2024-06-28,2024-06-28T17:23:18.943783,Wallets
Chic Printed Cork Mini Wallet with Triple Zippers for Women BAG-2327,Wallets:2024-06-28T17:23:18.943783:10,b_3q5jm2vj8j,Meninas Bonitas Cork,"{'amount_cents': 920, 'currency': 'USD'}",10,2024-06-28,2024-06-28T17:23:18.943783,Wallets
Personalized Leather Wallet with Magnet Clip,Wallets:2024-06-28T17:23:18.943783:11,b_8j7pkksphx,American Leather Goods,"{'amount_cents': 2598, 'currency': 'USD'}",11,2024-06-28,2024-06-28T17:23:18.943783,Wallets
"Otto Angelino Top Grain Leather Wallet, Multiple Slots Money",Wallets:2024-06-28T17:23:18.943783:12,b_b2bxianmjk,Londo,"{'amount_cents': 4599, 'currency': 'USD'}",12,2024-06-28,2024-06-28T17:23:18.943783,Wallets
"Phone Wallet Card Holder, Stick on Phone Wallet,",Wallets:2024-06-28T17:23:18.943783:13,b_uvxdqwutd5,Frederick Family Co.,"{'amount_cents': 1100, 'currency': 'USD'}",13,2024-06-28,2024-06-28T17:23:18.943783,Wallets
