tokens,creation_reasons,states,fulfillment_states,sources,brand_contacted_at_values,first_order_for_brand_values,very_first_order_for_brand_values,retailer_tokens,payout_total_values,retailer_names,retailer_website_urls,retailer_store_types
bo_6qvt8yj94q,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1691803015000,True,True,r_2123b5o86l,17147,Chic Boutique by a Perfect Face,http://www.aperfectface.com/ocean-city-md-chic-boutique,Clothing Boutique
bo_vnduzwyx8v,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1691428812000,True,True,r_zcg48z89fu,15363,NutriVision,https://maps.google.com/?cid=2508197342388006926,
bo_scczgsekr8,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1691384412000,True,True,r_exsuyrsjwf,19485,B.CANDY,http://www.bcandy.com/,Gift Store
bo_yf5a296mqb,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1691163360000,True,True,r_harkktns8p,162743,Rebel Treasures,http://RebelTreasures.com,Gift Store
bo_aju94nhfeh,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1690752488000,False,False,r_2f42fadv4y,14178,stephania denton,,Gift Store
bo_d6ga94vhm3,REPLACE_DAMAGED_OR_MISSING_ITEMS,DELIVERED,FULFILLED,MARKETPLACE,1690725516000,True,True,r_59c3j5s95q,11355,Dink and Volley Pickleball,http://www.dinkandvolleypickleball.com,Gift Store
bo_uwqjahn5nz,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1690565588000,False,False,r_cscj3mepnn,16615,The Well Dressed Olive,http://www.thewelldressedolive.com/,
bo_3zqu5s83fa,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1690156704000,True,True,r_dtw9xraqvh,15232,ROSS's,http://www.rosshighlandpark.com,General or Mercantile Store
bo_xrq7ptv88f,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1689890391000,True,True,r_60xib7w8of,31697,DonnieRicardo,http://donniericardo.com,Gift Store
bo_dx7qva9sgu,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1689876942000,True,True,r_cscj3mepnn,20340,The Well Dressed Olive,http://www.thewelldressedolive.com/,
bo_r8sz8cfq29,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1689792446000,True,True,r_59c3j5s95q,72263,Dink and Volley Pickleball,http://www.dinkandvolleypickleball.com,Gift Store
