Brand Name,Average Rating,Number of Reviews,First Order Minimum Amount,Minimum Order Amount,Reorder Minimum Amount,Sold on Amazon,Eco-Friendly,Hand-Made,Charitable,Organic,Woman Owned,Small Batch,Upper Bound Lead Time Days,Lower Bound Lead Time Days
TELETIES,5.0,291,200.0,200.0,150.0,True,False,False,False,False,True,False,10,6
Adorro,5.0,165,150.0,150.0,100.0,False,True,False,False,False,True,False,3,1
TheDivaSoap,4.7,66,60.0,60.0,50.0,False,False,True,False,False,False,False,21,15
NAT + NOOR,4.9,576,90.0,90.0,90.0,False,True,False,False,False,True,False,4,1
LoveLina,4.9,341,100.0,100.0,75.0,True,False,False,False,False,False,False,3,1
KITSCH,4.9,1690,150.0,150.0,150.0,True,True,False,False,False,True,False,3,1
