Brand Name,Average Rating,Number of Reviews,First Order Minimum Amount,Minimum Order Amount,Reorder Minimum Amount,Sold on Amazon,Eco-Friendly,Hand-Made,Charitable,Organic,Woman Owned,Small Batch,Upper Bound Lead Time Days,Lower Bound Lead Time Days
Hawk's Bay,4.9,24,50.0,50.0,50.0,False,False,True,False,False,False,False,2,0
Ron Tomson,4.6,80,200.0,200.0,200.0,False,True,True,False,False,False,False,3,1
Lindbergh,5.0,26,100.0,100.0,100.0,False,True,True,False,True,False,False,10,8
Cutter & Buck,4.8,31,150.0,150.0,100.0,True,True,False,False,False,False,False,3,1
True Classic,0.0,0,300.0,300.0,200.0,True,False,False,False,False,False,False,3,1
