token,order_token,product_token,brand_order_token,product_name,product_option_name,suggested_retail_price,retailer_price,retailer_original_price,quantity,total_retailer_price,retailer_total,discount_percentage,localized_brand_order_number,product_variations
oi_3urzeq9a44,o_rh65nrc5pz,p_6b6wk8uxa6,bo_v23asuksyh,Military Green Comfort Chino Pants,30,7497,2999,2999,1,2999,2999,0,#V23ASUKSYH,
oi_yy3jsm9tr6,o_rh65nrc5pz,p_wzprzguypw,bo_v23asuksyh,Sandstone Comfort Chino Pants,30,7497,2999,2999,1,2999,2999,0,#V23ASUKSYH,
oi_2myp2cngvn,o_rh65nrc5pz,p_ngwcn6knn2,bo_v23asuksyh,Charcoal Heather Gray Short Sleeve Loungewear Tee,M,3372,1349,1349,1,1349,1349,0,#V23ASUKSYH,
oi_pyb5ntm278,o_rh65nrc5pz,p_26dpvscejy,bo_v23asuksyh,Navy Comfort Chino Pants,30 / 32L,7497,2999,2999,1,2999,2999,0,#V23ASUKSYH,
oi_4c8bawdjc4,o_rh65nrc5pz,p_r6t642amsw,bo_v23asuksyh,White Short Sleeve Button Up Shirt,S,4499,2249,2249,1,2249,2249,0,#V23ASUKSYH,
oi_geqfdbnjgt,o_rh65nrc5pz,p_r6t642amsw,bo_v23asuksyh,White Short Sleeve Button Up Shirt,M,4499,2249,2249,1,2249,2249,0,#V23ASUKSYH,
oi_n8jcsnfp7s,o_rh65nrc5pz,p_mbdbf8ya5d,bo_v23asuksyh,Heather Gray Sweater Button Up Shirt,M,8122,3249,3249,1,3249,3249,0,#V23ASUKSYH,
oi_8deu34f6y7,o_rh65nrc5pz,p_4qvba3a9f7,bo_v23asuksyh,Off White Crew Neck T-Shirt,S,3747,1499,1499,1,1499,1499,0,#V23ASUKSYH,
oi_thv2nab82u,o_rh65nrc5pz,p_4qvba3a9f7,bo_v23asuksyh,Off White Crew Neck T-Shirt,M,3747,1499,1499,1,1499,1499,0,#V23ASUKSYH,
oi_f4uvv38s7r,o_rh65nrc5pz,p_92vf4hpdrt,bo_v23asuksyh,White Commuter Short Sleeve Button Up,M,7000,2800,2800,1,2800,2800,0,#V23ASUKSYH,
oi_fru4u2zzy3,o_rh65nrc5pz,p_4pdddcg9t6,bo_v23asuksyh,Heather Military Green Long Sleeve Crew T-Shirt,M,3747,1499,1499,1,1499,1499,0,#V23ASUKSYH,
oi_c3c54gyg34,o_rh65nrc5pz,p_sgut9a5tns,bo_v23asuksyh,Light Heather Gray Polo,M,2999,1499,1499,1,1499,1499,0,#V23ASUKSYH,
oi_z5ehuq4c7k,o_rh65nrc5pz,p_sgut9a5tns,bo_v23asuksyh,Light Heather Gray Polo,S,2999,1499,1499,1,1499,1499,0,#V23ASUKSYH,
oi_8m44cyqkj2,o_rh65nrc5pz,p_8nhyuguh4z,bo_v23asuksyh,Black Slim Twill Chino,30 / 32L,8747,3499,3499,1,3499,3499,0,#V23ASUKSYH,
oi_wyfdn8ambg,o_dv6ddgmwvt,p_h75hjs7973,bo_s5gqjdx6mj,Heather Forest Active Polo,L,4372,1749,1749,1,1749,1749,0,#S5GQJDX6MJ,
oi_ffakmx4mu8,o_dv6ddgmwvt,p_mjrxd2wgtf,bo_s5gqjdx6mj,Dark Heather Cocoa Active Polo,L,4372,1749,1749,1,1749,1749,0,#S5GQJDX6MJ,
oi_9ygj3fbj5t,o_dv6ddgmwvt,p_85skykpy7r,bo_s5gqjdx6mj,Black Commuter Short Sleeve Button Up,L,7000,2800,2800,1,2800,2800,0,#S5GQJDX6MJ,
oi_kh94rx9m8s,o_dv6ddgmwvt,p_mbdbf8ya5d,bo_s5gqjdx6mj,Heather Gray Sweater Button Up Shirt,XL,8122,3249,3249,1,3249,3249,0,#S5GQJDX6MJ,
oi_2jusz495k6,o_dv6ddgmwvt,p_r7g7s9ued2,bo_s5gqjdx6mj,Dark Olive Fleece Shacket,XL,8170,3268,3268,1,3268,3268,0,#S5GQJDX6MJ,
oi_jcvzn8nd8u,o_dv6ddgmwvt,p_v7655zp7an,bo_s5gqjdx6mj,"9"" Black Comfort Chino Short",36,6695,2678,2678,1,2678,2678,0,#S5GQJDX6MJ,
oi_cv3rwamsdv,o_dv6ddgmwvt,p_6b6wk8uxa6,bo_s5gqjdx6mj,Military Green Comfort Chino Pants,36,7497,2999,2999,1,2999,2999,0,#S5GQJDX6MJ,
oi_gpbm443nk8,o_dv6ddgmwvt,p_gzgm33n9cz,bo_s5gqjdx6mj,Dark Heather Tempest Active Polo,L,4372,1749,1749,1,1749,1749,0,#S5GQJDX6MJ,
oi_4rr7cetptx,o_dv6ddgmwvt,p_sfn5q4bv26,bo_s5gqjdx6mj,Dark Heather Cadet Active Polo,L,4372,1749,1749,1,1749,1749,0,#S5GQJDX6MJ,
oi_4dxmx4vvt3,o_dv6ddgmwvt,p_39k28x38p7,bo_s5gqjdx6mj,Light Heather Gray Polo,L,3747,1499,1499,1,1499,1499,0,#S5GQJDX6MJ,
oi_nr7rkbnmn5,o_dv6ddgmwvt,p_8nhyuguh4z,bo_s5gqjdx6mj,Black Slim Twill Chino,36 / 32L,8747,3499,3499,1,3499,3499,0,#S5GQJDX6MJ,
oi_aupbeqfmqq,o_dv6ddgmwvt,p_spf5g5jf32,bo_s5gqjdx6mj,Khaki Slim Twill Chino,36 / 32L,8747,3499,3499,1,3499,3499,0,#S5GQJDX6MJ,
oi_96fbc54unv,o_p35eyau3yn,p_zkt8hky46f,bo_wvsbsn5q8u,White Crew Neck T-Shirt,2XL,1705,682,682,1,682,682,0,#WVSBSN5Q8U,
oi_jd58rmaq3h,o_r56xsgs6tg,p_j4bf77xx5v,bo_e6a43c6zhf,"9"" Black Comfort Chino Short",31,6247,2499,2499,1,2499,2499,0,#E6A43C6ZHF,
oi_wstr2as3xc,o_r56xsgs6tg,p_j4bf77xx5v,bo_e6a43c6zhf,"9"" Black Comfort Chino Short",30,6247,2499,2499,1,2499,2499,0,#E6A43C6ZHF,
oi_tka8jhqqhn,o_r56xsgs6tg,p_j4bf77xx5v,bo_e6a43c6zhf,"9"" Black Comfort Chino Short",40,6247,2499,2499,1,2499,2499,0,#E6A43C6ZHF,
oi_nqhr78hcej,o_r56xsgs6tg,p_j4bf77xx5v,bo_e6a43c6zhf,"9"" Black Comfort Chino Short",32,6247,2499,2499,2,4998,4998,0,#E6A43C6ZHF,
oi_p2mpmhchk4,o_r56xsgs6tg,p_j4bf77xx5v,bo_e6a43c6zhf,"9"" Black Comfort Chino Short",38,6247,2499,2499,1,2499,2499,0,#E6A43C6ZHF,
oi_eetd54cm5j,o_r56xsgs6tg,p_m5f29n89jy,bo_e6a43c6zhf,"9"" Carbon Comfort Chino Short",34,6247,2499,2499,1,2499,2499,0,#E6A43C6ZHF,
oi_3htavc8thp,o_r56xsgs6tg,p_m5f29n89jy,bo_e6a43c6zhf,"9"" Carbon Comfort Chino Short",38,6247,2499,2499,1,2499,2499,0,#E6A43C6ZHF,
oi_4fe5hcjmgv,o_r56xsgs6tg,p_m5f29n89jy,bo_e6a43c6zhf,"9"" Carbon Comfort Chino Short",40,6247,2499,2499,1,2499,2499,0,#E6A43C6ZHF,
oi_u7x54gjp4m,o_r56xsgs6tg,p_m5f29n89jy,bo_e6a43c6zhf,"9"" Carbon Comfort Chino Short",32,6247,2499,2499,2,4998,4998,0,#E6A43C6ZHF,
oi_nbfd4c3qx6,o_r56xsgs6tg,p_arxdch5qcv,bo_e6a43c6zhf,"9"" Military Green Comfort Chino Short",32,6695,2678,2678,1,2678,2678,0,#E6A43C6ZHF,
oi_g3njm9rg3d,o_r56xsgs6tg,p_arxdch5qcv,bo_e6a43c6zhf,"9"" Military Green Comfort Chino Short",34,6695,2678,2678,1,2678,2678,0,#E6A43C6ZHF,
oi_gu6tpvzgsd,o_r56xsgs6tg,p_arxdch5qcv,bo_e6a43c6zhf,"9"" Military Green Comfort Chino Short",33,6695,2678,2678,1,2678,2678,0,#E6A43C6ZHF,
oi_v95mjv8ycr,o_r56xsgs6tg,p_arxdch5qcv,bo_e6a43c6zhf,"9"" Military Green Comfort Chino Short",31,6695,2678,2678,1,2678,2678,0,#E6A43C6ZHF,
oi_aq8dbpte69,o_r56xsgs6tg,p_arxdch5qcv,bo_e6a43c6zhf,"9"" Military Green Comfort Chino Short",38,6695,2678,2678,1,2678,2678,0,#E6A43C6ZHF,
oi_drgdnrab62,o_r56xsgs6tg,p_5za8gj7unh,bo_e6a43c6zhf,"9"" Khaki Comfort Chino Short",30,6247,2499,2499,1,2499,2499,0,#E6A43C6ZHF,
oi_8nsuu55msu,o_r56xsgs6tg,p_5za8gj7unh,bo_e6a43c6zhf,"9"" Khaki Comfort Chino Short",36,6247,2499,2499,1,2499,2499,0,#E6A43C6ZHF,
oi_67atstfh6g,o_r56xsgs6tg,p_5za8gj7unh,bo_e6a43c6zhf,"9"" Khaki Comfort Chino Short",31,6247,2499,2499,1,2499,2499,0,#E6A43C6ZHF,
oi_fhgxmtsfj7,o_r56xsgs6tg,p_5za8gj7unh,bo_e6a43c6zhf,"9"" Khaki Comfort Chino Short",38,6247,2499,2499,1,2499,2499,0,#E6A43C6ZHF,
oi_f4h8urahq4,o_r56xsgs6tg,p_5za8gj7unh,bo_e6a43c6zhf,"9"" Khaki Comfort Chino Short",32,6247,2499,2499,2,4998,4998,0,#E6A43C6ZHF,
oi_mkhetestrd,o_r56xsgs6tg,p_arxdch5qcv,bo_e6a43c6zhf,"9"" Military Green Comfort Chino Short",30,6695,2678,2678,2,5356,5356,0,#E6A43C6ZHF,
oi_wpd34fmhfr,o_r56xsgs6tg,p_m5f29n89jy,bo_e6a43c6zhf,"9"" Carbon Comfort Chino Short",31,6247,2499,2499,2,4998,4998,0,#E6A43C6ZHF,
oi_zyhh7hwxqj,o_r56xsgs6tg,p_6uh7rmkygu,bo_e6a43c6zhf,Black Active Quick Dry Short with Liner,S,5622,2249,2249,2,4498,4498,0,#E6A43C6ZHF,
oi_rn6ba4q7dv,o_r56xsgs6tg,p_6uh7rmkygu,bo_e6a43c6zhf,Black Active Quick Dry Short with Liner,L,5622,2249,2249,2,4498,4498,0,#E6A43C6ZHF,
oi_2dgac3m6ny,o_r56xsgs6tg,p_6uh7rmkygu,bo_e6a43c6zhf,Black Active Quick Dry Short with Liner,XL,5622,2249,2249,2,4498,4498,0,#E6A43C6ZHF,
oi_xdnzasqz2p,o_r56xsgs6tg,p_6uh7rmkygu,bo_e6a43c6zhf,Black Active Quick Dry Short with Liner,2XL,5622,2249,2249,1,2249,2249,0,#E6A43C6ZHF,
oi_y4nnnxy5um,o_r56xsgs6tg,p_6uh7rmkygu,bo_e6a43c6zhf,Black Active Quick Dry Short with Liner,M,5622,2249,2249,2,4498,4498,0,#E6A43C6ZHF,
oi_xdczrv4763,o_r56xsgs6tg,p_m5f29n89jy,bo_e6a43c6zhf,"9"" Carbon Comfort Chino Short",33,6247,2499,2499,2,4998,4998,0,#E6A43C6ZHF,
oi_4r4ppz669s,o_a4yytqhu2d,p_vqc6jejd69,bo_bcgq5zu5zh,Black Do-It-All Comfort Button Up Shirt,2XL,4999,2499,2499,1,2499,2499,0,#BCGQ5ZU5ZH,
oi_9fh8zsv9w3,o_a4yytqhu2d,p_vqc6jejd69,bo_bcgq5zu5zh,Black Do-It-All Comfort Button Up Shirt,L,4999,2499,2499,2,4998,4998,0,#BCGQ5ZU5ZH,
oi_6fsrt3xrh2,o_a4yytqhu2d,p_vqc6jejd69,bo_bcgq5zu5zh,Black Do-It-All Comfort Button Up Shirt,M,4999,2499,2499,1,2499,2499,0,#BCGQ5ZU5ZH,
oi_8ajmk4vt5z,o_a4yytqhu2d,p_vqc6jejd69,bo_bcgq5zu5zh,Black Do-It-All Comfort Button Up Shirt,XL,4999,2499,2499,1,2499,2499,0,#BCGQ5ZU5ZH,
oi_st6tc5dmad,o_a4yytqhu2d,p_u9t2zm725p,bo_bcgq5zu5zh,Black Short Sleeve Active Polo,XL,3499,1749,1749,4,6996,6996,0,#BCGQ5ZU5ZH,
oi_ryge2jfw44,o_a4yytqhu2d,p_u9t2zm725p,bo_bcgq5zu5zh,Black Short Sleeve Active Polo,L,3499,1749,1749,2,3498,3498,0,#BCGQ5ZU5ZH,
oi_n8akysmx6f,o_a4yytqhu2d,p_u9t2zm725p,bo_bcgq5zu5zh,Black Short Sleeve Active Polo,M,3499,1749,1749,2,3498,3498,0,#BCGQ5ZU5ZH,
oi_5sh6hgwgds,o_a4yytqhu2d,p_85skykpy7r,bo_bcgq5zu5zh,Black Commuter Short Sleeve Button Up,L,7000,2800,2800,2,5600,5600,0,#BCGQ5ZU5ZH,
oi_ns47qmnrce,o_a4yytqhu2d,p_85skykpy7r,bo_bcgq5zu5zh,Black Commuter Short Sleeve Button Up,XL,7000,2800,2800,2,5600,5600,0,#BCGQ5ZU5ZH,
oi_8kud2wxvbb,o_5t942pc3c9,p_vvc7yef9db,bo_m488yabfyc,Heather Cayenne Short Sleeve Crew Neck T-Shirt,S,1705,682,682,2,1364,1364,0,#M488YABFYC,
oi_hcfherjjm9,o_5t942pc3c9,p_vvc7yef9db,bo_m488yabfyc,Heather Cayenne Short Sleeve Crew Neck T-Shirt,L,1705,682,682,1,682,682,0,#M488YABFYC,
oi_epv8bqnehk,o_5t942pc3c9,p_rrybhw4akq,bo_m488yabfyc,Sapphire Short Sleeve Crew Neck T-Shirt,XL,1705,682,682,2,1364,1364,0,#M488YABFYC,
oi_ghh8jsmyq3,o_5t942pc3c9,p_rrybhw4akq,bo_m488yabfyc,Sapphire Short Sleeve Crew Neck T-Shirt,L,1705,682,682,2,1364,1364,0,#M488YABFYC,
oi_cjnvxak563,o_5t942pc3c9,p_rrybhw4akq,bo_m488yabfyc,Sapphire Short Sleeve Crew Neck T-Shirt,2XL,1705,682,682,2,1364,1364,0,#M488YABFYC,
oi_7f2gmj63cw,o_5t942pc3c9,p_rrybhw4akq,bo_m488yabfyc,Sapphire Short Sleeve Crew Neck T-Shirt,M,1705,682,682,2,1364,1364,0,#M488YABFYC,
oi_6gdjxxxx4v,o_5t942pc3c9,p_rrybhw4akq,bo_m488yabfyc,Sapphire Short Sleeve Crew Neck T-Shirt,S,1705,682,682,2,1364,1364,0,#M488YABFYC,
oi_78dd52j78m,o_5t942pc3c9,p_aexgxsghfh,bo_m488yabfyc,Military Green Crew Neck T-Shirt,XL,1705,682,682,2,1364,1364,0,#M488YABFYC,
oi_2ryxuuuh94,o_5t942pc3c9,p_aexgxsghfh,bo_m488yabfyc,Military Green Crew Neck T-Shirt,M,1705,682,682,2,1364,1364,0,#M488YABFYC,
oi_4fdzu4eh2q,o_5t942pc3c9,p_aexgxsghfh,bo_m488yabfyc,Military Green Crew Neck T-Shirt,3XL,1900,760,760,1,760,760,0,#M488YABFYC,
oi_nz58wrcgnx,o_5t942pc3c9,p_aexgxsghfh,bo_m488yabfyc,Military Green Crew Neck T-Shirt,L,1705,682,682,2,1364,1364,0,#M488YABFYC,
oi_qg49raj5q2,o_5t942pc3c9,p_aexgxsghfh,bo_m488yabfyc,Military Green Crew Neck T-Shirt,2XL,1705,682,682,2,1364,1364,0,#M488YABFYC,
oi_byyqd8emwj,o_5t942pc3c9,p_aexgxsghfh,bo_m488yabfyc,Military Green Crew Neck T-Shirt,S,1705,682,682,2,1364,1364,0,#M488YABFYC,
oi_ju4hk9d5w3,o_5t942pc3c9,p_vvc7yef9db,bo_m488yabfyc,Heather Cayenne Short Sleeve Crew Neck T-Shirt,M,1705,682,682,2,1364,1364,0,#M488YABFYC,
oi_g6x966zw37,o_5t942pc3c9,p_vvc7yef9db,bo_m488yabfyc,Heather Cayenne Short Sleeve Crew Neck T-Shirt,XL,1705,682,682,2,1364,1364,0,#M488YABFYC,
oi_h5g9nmfb2t,o_5t942pc3c9,p_vvc7yef9db,bo_m488yabfyc,Heather Cayenne Short Sleeve Crew Neck T-Shirt,2XL,1705,682,682,2,1364,1364,0,#M488YABFYC,
oi_pr3ap8ncsr,o_5t942pc3c9,p_2dks743yby,bo_m488yabfyc,Steel Short Sleeve Crew Neck T-Shirt,S,1705,682,682,1,682,682,0,#M488YABFYC,
oi_shackwjzn8,o_5t942pc3c9,p_2dks743yby,bo_m488yabfyc,Steel Short Sleeve Crew Neck T-Shirt,XL,1705,682,682,1,682,682,0,#M488YABFYC,
oi_2rkd32df2g,o_5t942pc3c9,p_2dks743yby,bo_m488yabfyc,Steel Short Sleeve Crew Neck T-Shirt,L,1705,682,682,1,682,682,0,#M488YABFYC,
oi_2varfd46ff,o_5t942pc3c9,p_2dks743yby,bo_m488yabfyc,Steel Short Sleeve Crew Neck T-Shirt,2XL,1705,682,682,1,682,682,0,#M488YABFYC,
oi_4ehjz4uaqw,o_5t942pc3c9,p_2dks743yby,bo_m488yabfyc,Steel Short Sleeve Crew Neck T-Shirt,M,1705,682,682,1,682,682,0,#M488YABFYC,
oi_qdhu2hht53,o_5t942pc3c9,p_sgr8mhab7h,bo_m488yabfyc,Navy Crew Neck T-Shirt,XL,1705,682,682,1,682,682,0,#M488YABFYC,
oi_8bakxg6w44,o_5t942pc3c9,p_sgr8mhab7h,bo_m488yabfyc,Navy Crew Neck T-Shirt,L,1705,682,682,1,682,682,0,#M488YABFYC,
oi_39sv565etu,o_5t942pc3c9,p_sgr8mhab7h,bo_m488yabfyc,Navy Crew Neck T-Shirt,M,1705,682,682,1,682,682,0,#M488YABFYC,
oi_aw53ywxztr,o_5t942pc3c9,p_sgr8mhab7h,bo_m488yabfyc,Navy Crew Neck T-Shirt,S,1705,682,682,1,682,682,0,#M488YABFYC,
oi_c9xnd789h4,o_7vw7zhqyv7,p_xdyq8mewrc,bo_vdrhg3pxsc,Black Short Sleeve Button Up Shirt,XL,4499,2249,2249,1,2249,2249,0,#VDRHG3PXSC,
oi_vkvrfgd32c,o_7vw7zhqyv7,p_xdyq8mewrc,bo_vdrhg3pxsc,Black Short Sleeve Button Up Shirt,2XL,4499,2249,2249,1,2249,2249,0,#VDRHG3PXSC,
oi_b2e7tud3jn,o_7vw7zhqyv7,p_vqc6jejd69,bo_vdrhg3pxsc,Black Do-It-All Comfort Button Up Shirt,2XL,4999,2499,2499,1,2499,2499,0,#VDRHG3PXSC,
oi_76arme5ums,o_7vw7zhqyv7,p_85skykpy7r,bo_vdrhg3pxsc,Black Commuter Short Sleeve Button Up,2XL,7000,2800,2800,1,2800,2800,0,#VDRHG3PXSC,
oi_3xn48p625s,o_7vw7zhqyv7,p_bptwztkuks,bo_vdrhg3pxsc,Navy Active Polo,2XL,3499,1749,1749,1,1749,1749,0,#VDRHG3PXSC,
oi_hzc7z67t72,o_7vw7zhqyv7,p_vjfh4zw9pd,bo_vdrhg3pxsc,Black Active Polo,2XL,3499,1749,1749,1,1749,1749,0,#VDRHG3PXSC,
oi_ya6km87b79,o_7vw7zhqyv7,p_pzg4uy9ru4,bo_vdrhg3pxsc,Heather Military Green Active Polo,2XL,3499,1749,1749,1,1749,1749,0,#VDRHG3PXSC,
oi_3b85xyz6qb,o_7vw7zhqyv7,p_mnk33hmpwg,bo_vdrhg3pxsc,White Short Sleeve Active Polo,2XL,3499,1749,1749,1,1749,1749,0,#VDRHG3PXSC,
oi_mjjm5b6h4d,o_7vw7zhqyv7,p_mnk33hmpwg,bo_vdrhg3pxsc,White Short Sleeve Active Polo,L,3499,1749,1749,1,1749,1749,0,#VDRHG3PXSC,
oi_83rthtkg57,o_7vw7zhqyv7,p_u9t2zm725p,bo_vdrhg3pxsc,Black Short Sleeve Active Polo,2XL,3499,1749,1749,1,1749,1749,0,#VDRHG3PXSC,
oi_87ryfsjasu,o_7vw7zhqyv7,p_j23j35syzx,bo_vdrhg3pxsc,Black Wash Long Sleeve Chambray Shirt,2XL,5999,2999,2999,1,2999,2999,0,#VDRHG3PXSC,
oi_f9hsev3rwk,o_7vw7zhqyv7,p_r6t642amsw,bo_vdrhg3pxsc,White Short Sleeve Button Up Shirt,2XL,4499,2249,2249,1,2249,2249,0,#VDRHG3PXSC,
oi_d48jnbda84,o_7vw7zhqyv7,p_2ht5q2fn8k,bo_vdrhg3pxsc,Heather Navy Active Polo,L,3499,1749,1749,1,1749,1749,0,#VDRHG3PXSC,
oi_6zqzn6xt7v,o_7vw7zhqyv7,p_2ht5q2fn8k,bo_vdrhg3pxsc,Heather Navy Active Polo,2XL,3499,1749,1749,1,1749,1749,0,#VDRHG3PXSC,
oi_xw6eu8bqzf,o_7vw7zhqyv7,p_gf9pckvcm8,bo_vdrhg3pxsc,Carbon Polo,2XL,2999,1499,1499,1,1499,1499,0,#VDRHG3PXSC,
oi_z5f4k7rpea,o_7vw7zhqyv7,p_v9vmgr3m4t,bo_vdrhg3pxsc,Black Polo,2XL,2999,1499,1499,1,1499,1499,0,#VDRHG3PXSC,
oi_he6b7dtgvt,o_srk6u7th2t,p_ernxztwztw,bo_gb7cga798u,Dark Oak Waffle Hoodie,S,4499,2249,2249,1,2249,2249,0,#GB7CGA798U,
oi_ju6cp5wya4,o_srk6u7th2t,p_ernxztwztw,bo_gb7cga798u,Dark Oak Waffle Hoodie,M,4499,2249,2249,2,4498,4498,0,#GB7CGA798U,
