tokens,names,types,states,start_sending_at,recipient_count,delivered_count,view_count,click_count,open_based_orders_count,open_based_total_order_value,click_based_orders_count,click_based_total_order_value
bmc_y3guftnxhu,"Ordered, 60 Day Eng, Has Credit, Ab Cart | Summer Active | 6.14.24",ONE_TIME,COMPLETED,1718375737000.0,88.0,52.0,27.0,1.0,0.0,0.0,0.0,0.0
bmc_hhveqbwvwu,Chino Shorts + Pants RESEND | 6.10.24,ONE_TIME,COMPLETED,1718072722000.0,20.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0
bmc_5xxegtdqxm,Full | Most Searched Items | 6.5.24,ONE_TIME,COMPLETED,1717647426000.0,1202.0,1102.0,457.0,6.0,0.0,0.0,0.0,0.0
bmc_39qkf2jpgg,25% off Memorial Day Sale | 4.23.24 (Copy 1),ONE_TIME,COMPLETED,1716859269000.0,1131.0,1044.0,412.0,8.0,0.0,0.0,0.0,0.0
bmc_w5js95mtn9,25% off Memorial Day Sale | 4.23.24,ONE_TIME,COMPLETED,1716549135000.0,1128.0,1054.0,421.0,15.0,2.0,404.8,1.0,247.37
bmc_r6y9u98545,Chino Shorts + Pants | 5.21.24,ONE_TIME,COMPLETED,1716300000000.0,34.0,23.0,14.0,1.0,1.0,247.37,0.0,0.0
bmc_bhre859wpu,Spring Best Selling | 5.16.24,ONE_TIME,COMPLETED,1715907646000.0,957.0,873.0,411.0,6.0,1.0,157.43,0.0,0.0
bmc_eartr72xqt,Ordered | Review Request | 5/13/24,ONE_TIME,COMPLETED,1715643886000.0,22.0,20.0,10.0,0.0,1.0,1344.26,0.0,0.0
bmc_x4pccj99ft,All | Introductory | 5/9/2024,ONE_TIME,COMPLETED,1715316898000.0,975.0,818.0,359.0,5.0,1.0,1344.26,0.0,0.0
bmc_tzy8c3zyvg,Screen Printers | T-Shirts | 4/23/2024,ONE_TIME,COMPLETED,1713924056000.0,402.0,363.0,147.0,5.0,0.0,0.0,0.0,0.0
bmc_qfc9tc7f4y,Abandon Cart/Unused Credit | 5.6.24,ONE_TIME,COMPLETED,1715051119000.0,13.0,11.0,6.0,1.0,0.0,0.0,0.0,0.0
bmc_vyrmrhu5mr,Abandoned Cart | Recapture | 05/02/2024,ONE_TIME,COMPLETED,1714678203000.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bmc_dwbq2hrxqv,All | Chinos (Pants and Shorts) | 5/1/2024,ONE_TIME,COMPLETED,1714617113000.0,871.0,760.0,306.0,12.0,1.0,367.31,0.0,0.0
bmc_cc5gy22pgv,60 Day Engaged | Button Up Shirts | 4/22/2024 ,ONE_TIME,COMPLETED,1714098037000.0,34.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0
bmc_4afxrftykp,15% Off Resend | 4.16.24,ONE_TIME,COMPLETED,1713294265000.0,332.0,318.0,62.0,2.0,0.0,0.0,0.0,0.0
bmc_2tn45cgr5p,15% Off | 4.14.24,ONE_TIME,COMPLETED,1713155423000.0,539.0,386.0,162.0,4.0,0.0,0.0,0.0,0.0
bmc_g8cnkw2cwm,Untitled campaign,ONE_TIME,COMPLETED,1712548811000.0,322.0,290.0,125.0,3.0,0.0,0.0,0.0,0.0
bmc_x55a36w2aq,Polos Feature w/ Tees | 4.2.24,ONE_TIME,COMPLETED,1712115108000.0,215.0,193.0,96.0,2.0,0.0,0.0,0.0,0.0
bmc_qz4smsrshv,Abandon Cart | 4.2.24,ONE_TIME,COMPLETED,1712152800000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bmc_c6x9tgf8ez,Credit Expiration | 4.2.24,ONE_TIME,COMPLETED,1712152800000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bmc_zg4uxeu2nr,Classic Tees | 3.26.24,ONE_TIME,COMPLETED,1711504839000.0,19.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0
bmc_kq6gxq7mx5,Credit Expiration Reminder | 3.22.24,ONE_TIME,COMPLETED,1711202400000.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
bmc_nwxajr928j,Summer time shorts!,ONE_TIME,COMPLETED,1710787401000.0,14.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0
