tokens,creation_reasons,states,fulfillment_states,sources,brand_contacted_at_values,first_order_for_brand_values,very_first_order_for_brand_values,retailer_tokens,payout_total_values
bo_4dnhcwrfnz,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1660415401000,False,False,r_bbcd5jk9bd,28278
bo_afxmhpm627,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1660408500000,True,True,r_asqdd86y,132118
bo_k2dy49wruk,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1660362900000,True,True,r_5iw69bg0,60233
bo_pgnsra2ev2,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1660347301000,True,True,r_3c12t8lmje,153714
bo_scc4h8qp3c,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1660346101000,False,False,r_49eetbvpgq,24696
bo_yt3cgy4x6v,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1660340700000,False,False,r_1mzzj3ntiu,69035
bo_bq2xcw7h2j,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1660233900000,False,False,r_d13joj5b,40910
bo_pxsyrj3zge,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1660232400000,True,True,r_b64d8xnaxi,64522
bo_md9m52cyh8,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1660170600000,True,True,r_6166qheb,165994
bo_n8rnr6w6d6,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1660169701000,True,True,r_47x012vh8h,57174
bo_s3nnm8wybh,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1660165500000,True,True,r_451ftpgaz3,80525
bo_vmqppn82wk,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1660165201000,True,True,r_d5drwu1h,175306
bo_hspz6j7rmb,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1660075501000,False,False,r_5sjhs1gt,51103
bo_auqbd64xut,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1659907201000,False,False,r_b2882a06ps,92774
bo_y9yxaz9jjp,BACKORDER,DELIVERED,FULFILLED,ELEVATE,1659907201000,False,False,r_b2882a06ps,6242
bo_tct3g6ysnu,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1659811500000,False,False,r_2i7lqmtk5o,44254
bo_wt4bkwjyp8,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1659740401000,False,False,r_49eetbvpgq,27336
bo_hume6vqnad,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1659636900000,False,False,r_2v52hzarby,105878
bo_fjd2n7f53d,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1659588300000,False,False,r_9vnr507jjc,33150
bo_mrehfu7pu5,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1659567000000,False,False,r_ddemnrwdr6,26730
bo_3rqf5kwvdy,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1659545400000,False,False,r_bbcd5jk9bd,34907
bo_zfajk8yhjv,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1659470700000,False,False,r_6r92s1ma,247517
bo_gr96fpx6uc,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1659465300000,True,True,r_698mt96f8v,46853
bo_j8txet7u5k,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1659368701000,False,False,r_25o17vo6,49450
bo_cg97vht336,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1659316800000,True,True,r_whqb7c75vs,47055
bo_tp3kej48bg,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1659136500000,False,False,r_1gu0io9xgc,72007
