Brand Name,Average Rating,Number of Reviews,First Order Minimum Amount,Minimum Order Amount,Reorder Minimum Amount,Sold on Amazon,Eco-Friendly,Hand-Made,Charitable,Organic,Woman Owned,Small Batch,Upper Bound Lead Time Days,Lower Bound Lead Time Days
OppoSuits - US,4.4,21,100.0,100.0,100.0,True,False,False,False,False,False,False,3,1
Pyknic,4.9,202,100.0,100.0,100.0,True,False,False,False,False,False,False,5,1
WEIV,4.6,68,100.0,100.0,0.0,True,False,False,False,False,False,False,3,1
Crazy Dog T-Shirts,4.6,68,100.0,100.0,100.0,True,False,False,False,False,False,False,7,4
