Brand Name,Average Rating,Number of Reviews,First Order Minimum Amount,Minimum Order Amount,Reorder Minimum Amount,Sold on Amazon,Eco-Friendly,Hand-Made,Charitable,Organic,Woman Owned,Small Batch,Upper Bound Lead Time Days,Lower Bound Lead Time Days
Little Hometown,5.0,175,100.0,100.0,200.0,False,True,False,False,True,True,False,3,1
Huggalugs,4.9,340,150.0,150.0,125.0,True,True,True,False,False,True,False,7,4
Bambini Infant Wear inc.,4.7,197,0.0,0.0,0.0,True,False,True,False,False,False,False,2,0
KeaBabies,4.9,314,200.0,200.0,100.0,True,True,False,False,True,True,False,7,4
Lulujo,4.9,15,150.0,150.0,150.0,True,False,False,False,False,True,False,7,4
Bleu La La,5.0,23,150.0,150.0,150.0,True,True,False,False,False,True,False,4,1
