Brand Name,Average Rating,Number of Reviews,First Order Minimum Amount,Minimum Order Amount,Reorder Minimum Amount,Sold on Amazon,Eco-Friendly,Hand-Made,Charitable,Organic,Woman Owned,Small Batch,Upper Bound Lead Time Days,Lower Bound Lead Time Days
Viori Beauty,4.8,57,99.0,99.0,99.0,True,True,False,False,False,True,False,7,3
Luxiny Products - Luxurious Bath and Body,5.0,93,100.0,100.0,100.0,True,True,True,False,True,True,False,3,1
Simpl Bars,5.0,8,40.0,40.0,0.0,False,True,True,False,True,True,False,3,1
Tangie LLC,5.0,105,0.0,0.0,125.0,True,True,True,False,False,True,False,3,1
KITSCH,4.9,1706,150.0,150.0,150.0,True,True,False,False,False,True,False,3,1
