collection_title,created_at,updated_at,total_items,collection_promo,collection_promo_discount,collection_promo_started_at,brand
"Beautiful Skin, Hair & Nails",1701019378000.0,1716964223000.0,6.0,0.0,0.0,0.0,My Balance
Relax and Unwind ,1701018946000.0,1702436394000.0,7.0,0.0,0.0,0.0,My Balance
Cleanse and Detox,1701018194000.0,1704295111000.0,4.0,0.0,0.0,0.0,My Balance
For The Winter Months,1701017752000.0,1710002155000.0,5.0,0.0,0.0,0.0,My Balance
Why do we need enzymes?,1678591550000.0,1701019378000.0,3.0,0.0,0.0,0.0,My Balance
Road Trip Healthy Snacks,1678590768000.0,1701019378000.0,11.0,0.0,0.0,0.0,My Balance
Vegan Gummies,1666664360000.0,1701388955000.0,6.0,0.0,0.0,0.0,Future Kind
Vegan Multivitamins,1669335997000.0,1701388928000.0,4.0,0.0,0.0,0.0,Future Kind
Top Seller Vegan Vitamins,1664473219000.0,1664473221000.0,10.0,0.0,0.0,0.0,Deva Nutrition
