Brand Token,Brand Name,Average Rating,Number of Reviews,First Order Minimum Amount,Minimum Order Amount,Reorder Minimum Amount,Sold on Amazon,Eco-Friendly,Hand-Made,Charitable,Organic,Woman Owned,Small Batch,Upper Bound Lead Time Days,Lower Bound Lead Time Days
b_6x9m3b16h8,FRAAS - The Scarf Company,5.0,18,200.0,200.0,50.0,True,True,False,False,False,False,False,3,1
b_71w1zgur,Judson & Company,0.0,0,100.0,100.0,100.0,True,False,False,False,False,False,False,0,0
b_e229541b,Shupaca Alpaca,5.0,387,150.0,150.0,150.0,False,True,True,False,True,True,False,2,2
b_b7b557f3,Slowdown Studio,5.0,14,500.0,500.0,500.0,False,True,False,False,False,False,False,7,4
b_12yycy8tsl,"Laguna Beach Textile Company, LLC",0.0,0,200.0,200.0,200.0,True,False,False,True,False,False,False,34,20
b_9ephgriyjm,Sackcloth & Ashes,5.0,58,150.0,150.0,150.0,False,True,False,False,True,False,False,5,2
b_3s59sma6,Mahalo Market,4.8,1236,100.0,100.0,0.0,False,False,True,False,False,True,False,7,4
b_vllag6pj,Trek Light,5.0,173,0.0,0.0,0.0,False,True,True,False,False,True,False,3,1
