Brand Name,Average Rating,Number of Reviews,First Order Minimum Amount,Minimum Order Amount,Reorder Minimum Amount,Sold on Amazon,Eco-Friendly,Hand-Made,Charitable,Organic,Woman Owned,Small Batch,Upper Bound Lead Time Days,Lower Bound Lead Time Days
Tenzo,0.0,0,50.0,50.0,50.0,True,False,False,False,False,False,False,14,8
Blume,4.9,116,120.0,120.0,120.0,True,False,False,False,True,True,False,7,4
Matcha & CO,4.9,7,120.0,120.0,120.0,True,False,False,False,False,False,False,7,4
DONA,5.0,56,0.0,0.0,0.0,True,False,False,False,False,True,False,7,3
The Tea Spot,5.0,174,0.0,0.0,0.0,True,False,False,False,False,True,False,4,1
