tokens,creation_reasons,states,fulfillment_states,sources,brand_contacted_at_values,first_order_for_brand_values,very_first_order_for_brand_values,retailer_tokens,payout_total_values
bo_ektycpz33y,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1685215913000,False,False,r_m94upj3h60,59808
bo_pnznfk9vmy,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1685042893000,False,False,r_b43n84140x,287580
bo_ehquufuned,BACKORDER,DELIVERED,FULFILLED,ELEVATE,1685042893000,False,False,r_b43n84140x,10800
bo_8ryqv6p2gh,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1684832596000,False,False,r_9fabh4jr,36523
bo_kana8y8cbf,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1684787296000,False,False,r_9210sadi,37632
bo_x9s8p4qdqm,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1684776196000,True,True,r_8xn8qsqv04,58464
bo_w2qp5kn9dv,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1684772596000,False,False,r_3nv37nmo,64864
bo_35np6mk743,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1684770796000,False,False,r_87ebd110,122880
bo_dhem2nwjt2,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1684764496000,False,False,r_ggnktn4r,52622
bo_ggx4pjd7c4,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1684686496000,False,False,r_esdmnf4x,121296
bo_jn3m7tk7z9,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1684623196000,False,False,r_b3gc6kmx,130234
bo_ecwp7mmajr,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1684616596000,True,True,r_w7xk6kyfns,40090
bo_3df52r5mka,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1684599196000,False,False,r_443d0dda,79992
bo_q8yvz5vbjh,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1684537696000,False,False,r_cgsg6v40,99456
bo_wazq2yz37j,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1684535896000,False,False,r_3oyg97ijvh,32592
bo_xfjwbh8bf4,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1684535596000,False,False,r_dj7tk890y8,42336
bo_zg33aapvhb,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1684488965000,True,True,r_3161nytc,27695
bo_u3jjwp76gy,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1684451765000,False,False,r_50zv64qi9z,72509
bo_8vs4fjjayc,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1684436465000,False,False,r_93p982fw,47918
bo_epe9mvvpdc,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1684387460000,False,False,r_cm940srq,94376
bo_v4furh7mj3,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1684334573000,False,False,r_bsoxbji8,92089
bo_9nwy22wa49,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1684259985000,True,True,r_3qhubniy1n,29493
bo_m93x8djase,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1684253384000,True,True,r_q6ve9kftaz,55767
bo_vum4gvkrje,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1684251584000,True,True,r_hrwzbptunu,50373
bo_85an5zxabb,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1684205684000,False,False,r_9e2qok9iwb,77115
bo_6r4ud6g9d6,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1684179684000,False,False,r_e3zny8gb52,51374
bo_r4n3hfrmyp,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1684175484000,False,False,r_m94upj3h60,88334
