Brand Name,Average Rating,Number of Reviews,First Order Minimum Amount,Minimum Order Amount,Reorder Minimum Amount,Sold on Amazon,Eco-Friendly,Hand-Made,Charitable,Organic,Woman Owned,Small Batch,Upper Bound Lead Time Days,Lower Bound Lead Time Days
Good Earth Soap,5.0,318,100.0,100.0,100.0,False,True,True,False,True,True,False,7,4
Atelier 880,5.0,251,0.0,0.0,0.0,False,True,True,False,False,True,False,7,4
Murchison-Hume,4.9,10,150.0,150.0,150.0,True,True,False,False,True,True,False,3,1
Simplified Soap,4.9,179,100.0,100.0,100.0,False,True,True,False,False,True,False,7,4
Lothantique Inc.,5.0,72,300.0,300.0,300.0,True,False,False,False,False,False,False,10,8
