Brand Name,Average Rating,Number of Reviews,First Order Minimum Amount,Minimum Order Amount,Reorder Minimum Amount,Sold on Amazon,Eco-Friendly,Hand-Made,Charitable,Organic,Woman Owned,Small Batch,Upper Bound Lead Time Days,Lower Bound Lead Time Days
My Balance,5.0,7,100.0,100.0,100.0,False,True,False,False,False,True,False,5,2
Future Kind,5.0,2,100.0,100.0,100.0,True,True,False,False,False,False,False,7,4
Food Over Drugs,5.0,10,225.0,225.0,150.0,True,True,True,False,True,True,False,3,1
Nutra Moment,5.0,12,35.0,35.0,0.0,False,False,False,False,False,False,False,3,1
Deva Nutrition,5.0,2,150.0,150.0,150.0,True,False,False,False,False,False,False,3,1
