tokens,creation_reasons,states,fulfillment_states,sources,brand_contacted_at_values,first_order_for_brand_values,very_first_order_for_brand_values,retailer_tokens,payout_total_values,retailer_names,retailer_website_urls,retailer_store_types,is_insider
bo_g7srvb6sd9,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687889411000,True,True,r_c2rbgznq49,16186,By Nicole Rose- Lotus Strong Boutique,https://www.facebook.com/blingedyououtlillotusflower/,General or Mercantile Store,True
bo_822tedj3dk,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687882368000,False,False,r_ealets93ij,12292,GooeyGump Designs,http://www.Facebook.com/gooeygumpdesigns,,True
bo_94udhyx2ry,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687871568000,False,False,r_2sir5y7q,21573,Bryssecret Garden,http://brysseretgarden.com,,True
bo_kw8f8frjcc,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687865568000,False,False,r_ejxgoo7pg7,20087,Great Paperworks,https://maps.google.com/?cid=16193787380845732049,,False
bo_g6vhp3njas,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687842168000,True,True,r_796ekcfrls,17433,Lulu Lavender Boutique,https://m.facebook.com/groups/374284536550853/,Clothing Boutique,True
bo_y9eagqc59d,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687833468000,False,False,r_zbrs79pyxn,12810,Eudorable Home,https://m.facebook.com/EudorableHome/,Home Decor Store,True
bo_epycu8nqwr,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687794926000,False,False,r_3t9ong577g,24448,The Pearl at Hotel Lucy,http://hotel-lucy.com/,Gift Store,True
bo_faax2xg4xr,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687742726000,False,False,r_8j0mpetweq,46272,Native Rentals,https://maps.google.com/?cid=2593650326132610178,Home Decor Store,True
bo_kmnxep296m,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687653026000,False,False,r_32cbp5vvlh,10629,417 Vintage Market & Supply Co.,https://maps.google.com/?cid=2443519211793540709,Home Decor Store,True
bo_ujacq7rcn9,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687578926000,True,True,r_6038ospn3c,30784,New Hope Apparel Co,https://maps.google.com/?cid=3950920073654819945,Gift Store,False
bo_arnb9breyu,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687545626000,False,False,r_jwwnoqkc75,27306,Miss Lexi's Place,http://Www.misslexisplace.com,Kids or Toy Store,True
bo_3sbh4977y8,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687540526000,False,False,r_582r1aej9z,41840,906 & Company,http://www.906andco.com/,Home Decor Store,True
bo_vwrcpsvkt6,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687539626000,False,False,r_1k0nddah4b,12179,River Laurel Gifts & Boutique,http://www.riverlaurelgifts.com/,Gift Store,True
bo_h8ck2symaw,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687533326000,False,False,r_hcedwj3lou,12476,Cute As A Button,https://cuteasabuttonstore.com/,,True
bo_gxxqyr6xhq,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687492357000,False,False,r_7c6yqvbual,25658,Sand N Surf,http://sandnsurfsm.com/,Gift Store,True
bo_5ss6psnzth,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687487857000,False,False,r_1kddtlpp,10950,Queen Bee Artisan Market,http://www.queenbeeartisanmarket.com/,Gift Store,True
bo_9xk8aaej4w,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687463902000,True,True,r_8dkb34sktw,17516,"The Flower Shoppe, Inc",http://www.theflowershoppeinc.com/,Florist or Garden Store,False
bo_67kmzfg6a2,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687456102000,False,False,r_6mhbqxis,24142,"Locally, Yours",http://www.shoplocallyyours.com,Gift Store,True
bo_qw8gezhvhm,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687454302000,False,False,r_2qrff1h9ks,26809,NOT PROVIDED,,Clothing Boutique,True
bo_p6dupvmutp,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687451624000,False,False,r_4galgr14ei,21443,Pineapple House,http://pineapplehouse.org/,Home Decor Store,True
bo_d6yu9f3k65,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687445024000,True,True,r_6sixdvbx,24077,Willow Clothing Co.,,,False
bo_4r2j28ttk7,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687409624000,False,False,r_277gvv9ma8,12852,Heaven's Little Café,https://www.heavenslittlecafe.net/,Cafe or Restaurant,True
bo_nw3drsm23m,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687384124000,True,True,r_dkhhr8y58q,19022,Glo-Works,http://www.gloworks.com/,Gift Store,True
bo_nxpxt4yytp,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687380524000,False,False,r_62p8lh2qa8,31975,groove,,,True
bo_47jaja5a72,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1687372424000,True,True,r_j5jgj94j82,17554,ReDeux consignment & Antiques,http://www.redeuxantiques.com/,Gift Store,True
