Brand Name,Average Rating,Number of Reviews,First Order Minimum Amount,Minimum Order Amount,Reorder Minimum Amount,Sold on Amazon,Eco-Friendly,Hand-Made,Charitable,Organic,Woman Owned,Small Batch,Upper Bound Lead Time Days,Lower Bound Lead Time Days
garb2ART,4.9,457,150.0,150.0,100.0,True,True,True,False,False,True,False,7,4
Dabble & Dollop,5.0,41,125.0,125.0,225.0,True,True,False,False,False,True,False,3,1
Ginger June Candle Co.,5.0,293,120.0,120.0,150.0,False,True,True,False,False,True,False,8,5
Purposeful Bliss - Fizzy Magic,4.9,57,56.0,56.0,56.0,False,True,True,False,True,True,False,7,4
Gnat and Bee,4.9,114,100.0,100.0,60.0,False,True,True,False,False,True,False,7,4
