Brand Name,Average Rating,Number of Reviews,First Order Minimum Amount,Minimum Order Amount,Reorder Minimum Amount,Sold on Amazon,Eco-Friendly,Hand-Made,Charitable,Organic,Woman Owned,Small Batch,Upper Bound Lead Time Days,Lower Bound Lead Time Days
Caravan Home,4.8,61,200.0,200.0,200.0,False,False,True,False,False,False,False,4,1
Fennco Styles,4.8,60,100.0,100.0,100.0,True,False,False,False,False,False,False,3,1
Driftless Studios,5.0,4048,50.0,50.0,50.0,False,True,True,False,False,False,False,3,1
Dot and Army,5.0,137,150.0,150.0,150.0,False,True,True,False,False,True,False,14,11
Cheeks Ahoy,5.0,69,150.0,150.0,130.0,False,True,True,False,True,True,False,10,8
