tokens,creation_reasons,states,fulfillment_states,sources,brand_contacted_at_values,first_order_for_brand_values,very_first_order_for_brand_values,retailer_tokens,payout_total_values
bo_jek8u6dv4a,NEW_ORDER,BRAND_CONTACTED,NEW,MARKETPLACE,1709232249000,True,True,r_ry9zkgpwa7,15820
bo_vuauzepcrs,NEW_ORDER,SHIPPED,FULFILLED,MARKETPLACE,1709147928000,True,True,r_al5zb4ij,200941
bo_wy6bfwb7ke,NEW_ORDER,SHIPPED,FULFILLED,MARKETPLACE,1709095704000,False,False,r_a2fa4f73,25928
bo_xbe2c45j4v,NEW_ORDER,SHIPPED,FULFILLED,ELEVATE,1709055900000,False,False,r_31r9pevqxy,35690
bo_ynhxuht5p4,NEW_ORDER,PROCESSING,UNFULFILLED,ELEVATE,1708963980000,False,False,r_ecki7omyhl,29250
bo_symu6em3jn,NEW_ORDER,PROCESSING,UNFULFILLED,ELEVATE,1708824780000,True,True,r_cby3x948yx,34130
bo_5wwz6dk4v6,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1708640555000,False,False,r_1by5ilrt2g,22064
bo_u2tpckcjdm,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1708601566000,False,False,r_e0dmym6s,50818
bo_xu42fyve8a,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1708382306000,True,True,r_2gi5ygx3,24259
bo_t6z53a6hmy,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1708198706000,False,False,r_9fabh4jr,26754
bo_tm69cnancq,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1708128206000,False,False,r_q5h95fwzk4,19620
bo_gkxwnbaeeg,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1708119506000,False,False,r_9qumd0ybuh,24446
bo_g2a98qrxzy,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1707944272000,False,False,r_2iu74ptwyv,26894
bo_mqau5t4tw5,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1707860277000,False,False,r_5m2zcp7mm7,21794
bo_jxzf2eahr7,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1707796678000,True,True,r_48c3kjccqy,24294
bo_twcd9eaage,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1707764578000,True,True,r_2zp5ppmxj8,24520
bo_9v49cdpftn,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1707653657000,False,False,r_15ukle6d73,65958
bo_cur7x6z37p,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1707477183000,False,False,r_9qumd0ybuh,17829
bo_nb6p8v4zwg,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1707447483000,True,True,r_6vrcc9g9,55852
bo_zewrvtghdt,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1707437883000,True,True,r_k4k8usxgpy,32219
bo_p66x2ebng5,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1707435483000,False,False,r_n727rp4mze,22320
bo_48trrxywgt,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1707098630000,False,False,r_4pc2laff,49279
bo_6phvvj87j5,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1707084530000,True,True,r_67b2cxqh,25594
bo_6crh4xp2au,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1707070730000,False,False,r_ecki7omyhl,99666
bo_f7csj8287u,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1707070730000,False,False,r_ecki7omyhl,29699
bo_8y4vg6u6md,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1706912950000,True,True,r_6wx8nqe9jt,62916
bo_zc2du9nc32,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1706731207000,False,False,r_8h997dijhh,21472
bo_t7249fwbap,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1706459073000,True,True,r_9l4hinkl6z,25442
bo_j4eqf3pc9p,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1706240373000,True,True,r_d4k7xaviz8,33270
bo_c27yha6e78,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1706225973000,False,False,r_1tt4e0w3h1,34701
bo_5y3xhwfyj5,NEW_ORDER,PROCESSING,UNFULFILLED,ELEVATE,1706200523000,False,False,r_9mkbeyp9j0,82352
bo_jz7jdqhxw4,NEW_ORDER,PROCESSING,UNFULFILLED,ELEVATE,1706200523000,False,False,r_9mkbeyp9j0,82352
bo_htvw57h8hp,NEW_ORDER,PROCESSING,UNFULFILLED,ELEVATE,1706200523000,False,False,r_9mkbeyp9j0,72755
bo_dd4fdaaf6f,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1706192723000,False,False,r_apbdwm8d,29866
bo_qqwcjmrafr,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1706132723000,False,False,r_dhugo2sk,106869
bo_cnmmkk8tts,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1706126723000,False,False,r_8zv9g8s1,25451
bo_2zwzzdcvyx,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1706126423000,True,True,r_31r9pevqxy,63235
bo_ry2ubbghpa,NEW_ORDER,PROCESSING,UNFULFILLED,ELEVATE,1706123123000,False,False,r_99wu8er3m6,19441
bo_3kjjk49b8j,NEW_ORDER,PROCESSING,UNFULFILLED,ELEVATE,1706122523000,False,False,r_99wu8er3m6,27786
bo_b3dyzxemn6,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1706075074000,True,True,r_nr5zpq9v6c,21803
bo_h4g7hrurtk,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1706058238000,False,False,r_23477xnil6,32286
bo_9zuxfm67fn,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1706046838000,False,False,r_f4jbf0p941,90256
bo_3qb6xb6cuk,NEW_ORDER,PROCESSING,UNFULFILLED,MARKETPLACE,1706046838000,False,False,r_a9eb4c97,38577
bo_t3evdpd7ra,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1706045938000,True,True,r_8h997dijhh,18713
bo_zjg38cxk2r,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1705986182000,False,False,r_4xpgnnl1da,28110
bo_vr3epzjvaj,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1705983782000,False,False,r_6dd7b961,89202
bo_3xm69q9cy9,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1705978082000,False,False,r_2c3iogc79v,81042
bo_3ekktkczus,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1705951082000,False,False,r_ee553bvvl4,95776
bo_nz7rukb2ub,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1705944182000,True,True,r_17h2x9xasp,50169
bo_aw5pyd8q97,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1705930987000,False,False,r_dn879w4p77,85301
bo_akwp3qjmcy,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1705905187000,False,False,r_xmfbykjmnh,23096
bo_3tsj5hsm3y,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1705901887000,False,False,r_9d10zxea,65165
bo_69z6pdm7tf,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1705901887000,False,False,r_8m9zenb03m,126530
bo_3j944dd3es,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1705901887000,True,True,r_vbntz7d38g,26569
bo_qyepuf5rqj,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1705813087000,True,True,r_4ljpkb4qvl,263295
bo_wq6f46my7t,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1705758187000,False,False,r_bzwbtlo2va,31050
bo_aef3tz43hz,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1705703819000,True,True,r_pfm88abwyj,87396
bo_bgtjdaswh5,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1705527694000,False,False,r_4hh0165ms0,22551
bo_qvywm6d9n9,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1705463060000,True,True,r_aznxea6636,18155
bo_ymm4fnbt4b,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1705439960000,False,False,r_7ecd1cf9,25516
bo_fb6wutrpsg,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1705439960000,False,False,r_7ecd1cf9,25516
bo_4wtzvgmed6,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1705439960000,False,False,r_7ecd1cf9,25516
bo_2482922gwg,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1705439960000,False,False,r_7vwrbmwg15,147538
bo_cmkppv7ejx,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1705430660000,False,False,r_2dyhk5g9wj,37827
bo_9qv2prwdh7,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1705161591000,False,False,r_2mdex2kca4,59551
bo_w6d8xtccy3,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1705153191000,False,False,r_9qumd0ybuh,49809
bo_36qmf9uptp,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1704989855000,True,True,r_dtmmd6912j,90222
bo_z76e2a79hj,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1704988955000,False,False,r_d244vfo92d,43962
bo_u97ym57uhn,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1704940655000,False,False,r_a9eb4c97,26772
bo_fqp7yd9m7q,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1704915674000,True,True,r_burx72eg3h,38153
bo_qnma7eup29,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1704915374000,False,False,r_7wcurw4j,56674
bo_xtpdpckjqq,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1704840974000,False,False,r_7e9hpvmupu,19490
bo_f58bf4wrzf,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1704567331000,True,True,r_mvufnc5q56,27759
bo_cfcjrfdy8s,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1704475531000,False,False,r_edb2wl7xd7,34706
bo_n44paudqjd,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1704398800000,True,True,r_uvdaty4a7s,21312
bo_fjenbqw4mg,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1704292449000,False,False,r_2c3iogc79v,50766
bo_jx594gc6yk,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1704224649000,False,False,r_3k8x34kj4u,45844
bo_qssbrfevp4,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1704026411000,False,False,r_dn879w4p77,105630
bo_s97vt3fwww,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1703801111000,False,False,r_ecki7omyhl,136703
bo_gfnspqx8z4,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1703537684000,False,False,r_19deof4r5m,43609
bo_cf2kbhryhs,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1702959149000,False,False,r_2wfdlbbi,22966
bo_jmukr966pe,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1702930649000,False,False,r_q5h95fwzk4,32054
bo_tp6mdzhvj2,REPLACE_DAMAGED_OR_MISSING_ITEMS,DELIVERED,FULFILLED,ELEVATE,1702928839000,False,False,r_f3tytzx6kz,3905
bo_nuvvnatea2,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1702667559000,False,False,r_bh3qb2gk76,26882
bo_ws6ucfxp8b,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1702489614000,False,False,r_dgzgxkjh8r,10059
bo_nqchj4d4uu,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1702403757000,False,False,r_psnyj7exgi,24116
bo_uscmxgrmuc,REPLACE_DAMAGED_OR_MISSING_ITEMS,DELIVERED,FULFILLED,ELEVATE,1702325712000,False,False,r_f3tytzx6kz,4605
bo_4aajwr644b,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1702219303000,False,False,r_bxspns0s,27116
bo_u648vzj7b9,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1702159603000,False,False,r_m2drnmzkqc,27250
bo_eakmatkgqu,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1701850129000,True,True,r_guhghhryeg,22762
bo_mwcjdvpq5z,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1701737333000,False,False,r_f3tytzx6kz,72485
bo_qwpzeg8z97,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1701733433000,True,True,r_au1d6h2717,25268
bo_bamkbuks4u,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1701721433000,False,False,r_5c2dsjbmvh,26529
bo_2atd2jha32,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1701619301000,False,False,r_2c3iogc79v,107055
bo_2rwxfbzd6s,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1701296374000,False,False,r_7vwrbmwg15,44100
bo_h8ne4gnmdn,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1701222051000,False,False,r_edb2wl7xd7,28911
bo_bnr6mrev2c,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1701129473000,False,False,r_cljs6d69nh,64420
bo_kdtsxtagtq,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1701011958000,False,False,r_5m2zcp7mm7,19816
bo_qzk2exry3r,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1700961858000,False,False,r_19deof4r5m,36666
bo_sntja8f29m,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1700933058000,False,False,r_3k8x34kj4u,21885
bo_hhva4p8ahv,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1700853558000,False,False,r_ecki7omyhl,37654
bo_wn368uzw3e,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1700621836000,True,True,r_f3wcwtecz3,41118
bo_g2gx5jgekc,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1700532344000,False,False,r_2wfdlbbi,41120
bo_z3ahev98xq,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1700522444000,True,True,r_9uia53c32x,21968
bo_q7m4gus4jd,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1700514344000,False,False,r_1fl79vdjwu,26176
bo_2czg8ze49d,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1700434198000,True,True,r_8sgwz74xq7,67063
bo_rvubbnn9c9,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1700320798000,False,False,r_2c3iogc79v,71450
bo_f5c38whzwa,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1700180564000,False,False,r_7vwrbmwg15,53191
bo_sg7r48qfmw,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1700165564000,False,False,r_191xhm7vh6,42814
bo_f7rdfh8n5q,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1700085948000,True,True,r_y3bz8qad56,20472
bo_ccc4tz7xuj,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1700000449000,False,False,r_7vwrbmwg15,31054
bo_mtqbhqe6yu,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1699989740000,False,False,r_bh3qb2gk76,24442
bo_tqnpsxs9an,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1699950060000,False,False,r_8m9zenb03m,105751
bo_snym7peura,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1699932060000,False,False,r_xmfbykjmnh,36171
bo_nan3yy77u5,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1699814275000,False,False,r_5ky046r0,22673
bo_ttqzd3deuw,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1699546540000,False,False,r_5q1x9fhc,30724
bo_b2u2crpt8m,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1699389750000,False,False,r_1ly34du03p,38793
bo_ftxc26hhn3,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1699366614000,True,True,r_a0az2u7xut,105038
bo_5k2rd6ebct,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1699300400000,True,True,r_4kt8kjtmje,25950
bo_ndj7ky9pwp,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1699126506000,False,False,r_es1krd7i5g,21880
bo_waxrx9stj4,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1699031720000,False,False,r_n727rp4mze,30433
bo_2tsftrxfpm,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1698983028000,False,False,r_27sfkmyg,24528
bo_wx4jpgvffk,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1698708639000,False,False,r_9d10zxea,49818
bo_kv8xpatxqh,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1698707739000,False,False,r_bknjqhh6g5,37606
bo_cuwuhr8p42,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1698680688000,False,False,r_duw7hyvr,22959
bo_uayeh9xqrh,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1698636888000,False,False,r_ayjutek4,39810
bo_n4fkp6a4pv,REPLACE_DAMAGED_OR_MISSING_ITEMS,DELIVERED,FULFILLED,MARKETPLACE,1698609307000,True,True,r_gevr4fqd8e,8182
bo_m3fctbcksz,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1698494988000,False,False,r_912i88fl,107724
bo_nep8prfp86,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1698456288000,False,False,r_6dd7b961,49818
bo_7uhgrsmvw8,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1698349788000,False,False,r_880co51t8d,71400
bo_dc7s47emjj,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1698254253000,False,False,r_886vsnvj,23380
bo_prqanjjgwv,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1698242244000,False,False,r_ecki7omyhl,244174
bo_9b7re7a7zs,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1698242244000,False,False,r_ecki7omyhl,88296
bo_er6u37ugh6,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1698011394000,False,False,r_5gd2nhx7a6,29700
bo_47p64pbcad,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1697936419000,True,True,r_gevr4fqd8e,23842
bo_ackwqbvkuu,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1697926519000,False,False,r_6dd7b961,24673
bo_72we5r7mze,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1697757259000,False,False,r_ptmyyqx2uq,65263
bo_kqz2qvyybr,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1697757259000,False,False,r_ptmyyqx2uq,15939
bo_achwkrxpds,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1697582895000,False,False,r_ee553bvvl4,26015
bo_qndjkznkfn,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1697488695000,True,True,r_dzsuhz9dxz,32706
bo_djewu5q99n,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1697485395000,False,False,r_7sf9qksn75,43498
bo_d8vtnvxjfw,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1697466795000,False,False,r_dn879w4p77,108381
bo_htvzdw7ueq,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1697421795000,False,False,r_5s0q8r6d07,60625
bo_u8bp9uztm3,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1697421795000,False,False,r_5s0q8r6d07,24776
bo_89vbje76bc,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1697397195000,False,False,r_a090a6aqgh,25794
bo_n6ew5skrxg,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1697205920000,False,False,r_dgzgxkjh8r,32774
bo_dye6n77cbb,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1696889270000,False,False,r_4pc2laff,45399
bo_cbtzmu9jxn,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1696880570000,False,False,r_516g52z4,50069
bo_r2s8w3zdgn,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1696871270000,True,True,r_88e4wwqzs8,17490
bo_tv7xb8ekfa,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1696709982000,False,False,r_8qi9jp2ly5,28828
bo_rb3sg6rcmx,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1696709982000,False,False,r_8qi9jp2ly5,42462
bo_jx8fwp9kzy,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1696700682000,False,False,r_e7gl4ffcsu,126336
bo_qt3brypq88,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1696537565000,False,False,r_ecki7omyhl,25380
bo_uj2eytxev2,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1696469158000,False,False,r_brswemsq,56664
bo_5pke3rb444,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1696469158000,False,False,r_brswemsq,20812
bo_6dt55t7bbn,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1696462858000,False,False,r_7vwrbmwg15,22294
bo_hktbcvbpwn,NEW_ORDER,CANCELED,CANCELED,MARKETPLACE,1696462858000,False,False,r_7vwrbmwg15,0
bo_w5cr37r6gv,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1696265980000,False,False,r_bzwbtlo2va,19990
bo_hedn9sp44e,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1696199380000,False,False,r_b353qslbmb,108087
bo_4a3hsj65jh,BACKORDER,CANCELED,CANCELED,MARKETPLACE,1696199380000,False,False,r_b353qslbmb,0
bo_vq2bdvr9az,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1696178080000,False,False,r_2wfdlbbi,22771
bo_wp8hf823g9,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1696096180000,False,False,r_7wcurw4j,53093
bo_9qs88k5s2m,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1696045780000,True,True,r_dtjqv3urg4,34776
bo_p3cqfbecr8,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1696030780000,False,False,r_cljs6d69nh,43994
bo_6m3cheejcj,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1696011837000,False,False,r_apbdwm8d,21477
bo_brt9xdc9uk,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1695828446000,True,True,r_wgcue3r26f,21119
bo_m84cc9ckqf,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1695721836000,False,False,r_vnxaurdv42,109229
bo_yz5tr7qqtw,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1695560756000,False,False,r_7kn67hsf,43462
bo_6dcwmpmtpt,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1695506756000,False,False,r_1ia7xmdij1,106926
bo_fxesgef2at,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1695493856000,False,False,r_ecki7omyhl,38325
bo_qwzmhvxbtr,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1695414356000,False,False,r_a9eb4c97,30732
bo_bwbve8pu4p,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1695361258000,False,False,r_7x9fbfeh8l,20320
bo_6uhdc7r7a3,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1695306736000,True,True,r_49eetbvpgq,21058
bo_r2zw7fsae4,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1695242236000,False,False,r_j51umafh,154352
bo_kgby9r2rwd,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1695240436000,True,True,r_509xwemo83,19563
bo_auqrqkt3mc,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1695230669000,False,False,r_3cslikmb3i,127836
bo_u6rdtghtbp,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1695221969000,True,True,r_a2fa4f73,25433
bo_c8yp4ry9kn,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1695072976000,True,True,r_aesmcc5nye,70694
bo_qdbw8py9gy,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1695048376000,True,True,r_e7gl4ffcsu,34092
bo_9entq9eb2v,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1694954176000,False,False,r_edb2wl7xd7,35558
bo_2wd42h74cw,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1694811076000,True,True,r_9993zo9xjy,63966
bo_hqwfx24d2w,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1694801134000,True,True,r_q5h95fwzk4,51652
bo_3qzaexh25d,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1694703034000,True,True,r_5s0q8r6d07,135957
bo_h3dacpm83n,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1694623983000,False,False,r_1fl79vdjwu,33865
bo_nrq98hx6gq,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1694601183000,False,False,r_dgzgxkjh8r,31960
bo_w4jtg53gfa,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1694455725000,False,False,r_8vo8iqe6,27250
bo_7q6zx54t6u,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1694078167000,True,True,r_at4s0w2qk4,27102
bo_3qb3tjsgf6,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1693937167000,False,False,r_93g5zhm4vt,41158
bo_53s3gjqdfj,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1693873966000,True,True,r_9yzlvu3grt,32889
bo_f8t4jr44ms,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1693840066000,False,False,r_2c3iogc79v,100213
bo_3mv7bk6zvj,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1693686065000,False,False,r_5m2zcp7mm7,18490
bo_hpdkcumu8m,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1693359067000,True,True,r_7anggj6txg,43376
bo_jt2pz4vcay,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1693346767000,False,False,r_bzwbtlo2va,22463
bo_vj9fj6fj9w,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1693164068000,False,False,r_m2drnmzkqc,27250
bo_cdgg8f287k,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1693070990000,False,False,r_ecki7omyhl,47840
bo_vc5dddtv8p,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1693002890000,True,True,r_deii6tavii,28924
bo_93v7q6y8k6,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1692986990000,False,False,r_7e9hpvmupu,22790
bo_897eut6h8v,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1692940190000,True,True,r_t75xgvjp7t,27216
bo_tgb4uvza3y,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1692930890000,False,False,r_a8r3amjtf2,24332
bo_dc4ug4k8vc,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1692898112000,False,False,r_es1krd7i5g,32515
bo_43a6k2tvdr,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1692798325000,False,False,r_6hvbq13x,70752
bo_6ynm2kwm99,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1692725626000,True,True,r_2dyu7jshtf,25303
bo_83986wm29r,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1692572232000,False,False,r_tfe3sptb9f,46304
